i,pct_f,type
5936,62.0,4.0
5937,10.0,4.0
5938,50.0,4.0
5939,74.0,3.0
5940,73.0,3.0
5941,100.0,1.0
5942,20.0,4.0
5943,0.0,1.0
5944,,1.0
5945,0.0,4.0
5946,0.0,9.0
5947,1.0,2.0
5948,1.0,2.0
5949,25.0,9.0
5950,14.0,3.0
5951,0.0,4.0
5952,33.0,4.0
5953,20.0,4.0
5954,24.0,4.0
5955,3.0,4.0
5956,3.0,7.0
5957,12.0,4.0
5958,,4.0
5959,4.0,2.0
5960,0.0,2.0
5961,5.0,2.0
5962,1.0,2.0
5963,2.0,2.0
5964,6.0,2.0
5965,3.0,2.0
5966,17.0,4.0
5967,1.0,2.0
5968,53.0,3.0
5969,0.0,4.0
5970,5.0,2.0
5971,12.0,4.0
5972,40.0,4.0
5973,33.0,7.0
5974,23.0,7.0
5975,13.0,7.0
5976,50.0,7.0
5977,0.0,7.0
5978,30.0,7.0
5979,5.0,4.0
5980,33.0,9.0
5981,13.0,4.0
5982,17.0,1.0
5983,68.0,7.0
5984,29.0,7.0
5985,15.0,3.0
5986,38.0,7.0
5987,38.0,7.0
5988,29.0,7.0
5989,33.0,4.0
5990,19.0,11.0
5991,27.0,10.0
5992,0.0,10.0
5993,29.0,10.0
5994,12.0,10.0
5995,25.0,10.0
5996,29.0,10.0
5997,47.0,11.0
5998,24.0,10.0
5999,33.0,4.0
6000,0.0,10.0
6001,,10.0
6002,,1.0
6003,13.0,10.0
6004,38.0,10.0
6005,19.0,10.0
6006,32.0,10.0
6007,0.0,10.0
6008,8.0,10.0
6009,32.0,10.0
6010,0.0,4.0
6011,57.0,7.0
6012,15.0,4.0
6013,50.0,4.0
6014,50.0,4.0
6015,7.0,7.0
6016,33.0,11.0
6017,9.0,10.0
6018,45.0,4.0
6019,39.0,4.0
6020,18.0,10.0
6021,25.0,10.0
6022,14.0,10.0
6023,9.0,10.0
6024,0.0,4.0
6025,33.0,10.0
6026,36.0,10.0
6027,24.0,10.0
6028,11.0,10.0
6029,0.0,10.0
6030,18.0,7.0
6031,42.0,10.0
6032,15.0,11.0
6033,23.0,10.0
6034,24.0,7.0
6035,43.0,10.0
6036,57.0,10.0
6037,17.0,11.0
6038,9.0,11.0
6039,20.0,10.0
6040,16.0,10.0
6041,14.0,10.0
6042,21.0,10.0
6043,21.0,10.0
6044,8.0,10.0
6045,31.0,10.0
6046,13.0,11.0
6047,0.0,4.0
6048,6.0,11.0
6049,30.0,10.0
6050,0.0,1.0
6051,20.0,11.0
6052,41.0,10.0
6053,11.0,11.0
6054,0.0,4.0
6055,19.0,4.0
6056,7.0,4.0
6057,17.0,4.0
6058,40.0,4.0
6059,11.0,4.0
6060,14.0,4.0
6061,5.0,4.0
6062,63.0,7.0
6063,10.0,4.0
6064,75.0,10.0
6065,62.0,10.0
6066,43.0,10.0
6067,22.0,3.0
6068,,4.0
6069,25.0,10.0
6070,38.0,4.0
6071,10.0,7.0
6072,46.0,11.0
6073,27.0,7.0
6074,33.0,10.0
6075,0.0,10.0
6076,38.0,4.0
6077,24.0,7.0
6078,33.0,7.0
6079,44.0,7.0
6080,22.0,7.0
6081,30.0,11.0
6082,47.0,10.0
6083,6.0,10.0
6084,33.0,10.0
6085,20.0,10.0
6086,28.0,10.0
6087,30.0,7.0
6088,53.0,10.0
6089,20.0,10.0
6090,31.0,7.0
6091,20.0,10.0
6092,13.0,7.0
6093,20.0,7.0
6094,33.0,3.0
6095,4.0,10.0
6096,56.0,10.0
6097,35.0,10.0
6098,33.0,9.0
6099,26.0,7.0
6100,44.0,10.0
6101,17.0,4.0
6102,0.0,7.0
6103,0.0,7.0
6104,8.0,1.0
6105,32.0,10.0
6106,40.0,4.0
6107,10.0,4.0
6108,50.0,4.0
6109,20.0,10.0
6110,3.0,1.0
6111,0.0,1.0
6112,29.0,1.0
6113,100.0,1.0
6114,4.0,1.0
6115,0.0,1.0
6116,4.0,4.0
6117,25.0,10.0
6118,14.0,3.0
6119,25.0,3.0
6120,13.0,3.0
6121,20.0,10.0
6122,,4.0
6123,7.0,4.0
6124,40.0,3.0
6125,50.0,3.0
6126,27.0,4.0
6127,23.0,3.0
6128,31.0,3.0
6129,27.0,3.0
6130,33.0,3.0
6131,50.0,4.0
6132,60.0,4.0
6133,19.0,3.0
6134,7.0,4.0
6135,0.0,6.0
6136,38.0,3.0
6137,0.0,3.0
6138,0.0,9.0
6139,64.0,3.0
6140,46.0,4.0
6141,50.0,4.0
6142,57.0,3.0
6143,43.0,4.0
6144,0.0,4.0
6145,31.0,4.0
6146,64.0,4.0
6147,22.0,4.0
6148,46.0,4.0
6149,60.0,4.0
6150,33.0,4.0
6151,0.0,7.0
6152,100.0,7.0
6153,4.0,2.0
6154,33.0,1.0
6155,25.0,7.0
6156,13.0,3.0
6157,33.0,3.0
6158,62.0,4.0
6159,0.0,7.0
6160,73.0,4.0
6161,100.0,4.0
6162,25.0,4.0
6163,0.0,1.0
6164,10.0,10.0
6165,32.0,10.0
6166,32.0,7.0
6167,18.0,10.0
6168,0.0,1.0
6169,,1.0
6170,,1.0
6171,6.0,2.0
6172,0.0,7.0
6173,18.0,10.0
6174,54.0,3.0
6175,,1.0
6176,0.0,10.0
6177,33.0,1.0
6178,6.0,6.0
6179,14.0,6.0
6180,17.0,6.0
6181,17.0,6.0
6182,7.0,6.0
6183,0.0,6.0
6184,3.0,6.0
6185,17.0,6.0
6186,29.0,6.0
6187,7.0,6.0
6188,25.0,6.0
6189,8.0,6.0
6190,0.0,6.0
6191,5.0,6.0
6192,14.0,6.0
6193,14.0,6.0
6194,0.0,6.0
6195,0.0,6.0
6196,0.0,6.0
6197,0.0,6.0
6198,0.0,6.0
6199,5.0,6.0
6200,0.0,6.0
6201,0.0,6.0
6202,0.0,6.0
6203,0.0,6.0
6204,5.0,6.0
6205,7.0,6.0
6206,18.0,6.0
6207,4.0,6.0
6208,17.0,6.0
6209,11.0,4.0
6210,20.0,6.0
6211,15.0,6.0
6212,30.0,6.0
6213,9.0,6.0
6214,23.0,2.0
6215,23.0,7.0
6216,9.0,2.0
6217,37.0,10.0
6218,38.0,10.0
6219,19.0,2.0
6220,,7.0
6221,35.0,10.0
6222,54.0,4.0
6223,25.0,11.0
6224,2.0,6.0
6225,4.0,6.0
6226,2.0,6.0
6227,0.0,4.0
6228,,4.0
6229,67.0,3.0
6230,29.0,10.0
6231,50.0,4.0
6232,0.0,2.0
6233,0.0,2.0
6234,19.0,7.0
6235,25.0,10.0
6236,33.0,7.0
6237,67.0,4.0
6238,0.0,4.0
6239,9.0,2.0
6240,68.0,7.0
6241,5.0,4.0
6242,5.0,7.0
6243,29.0,3.0
6244,25.0,10.0
6245,32.0,4.0
6246,25.0,4.0
6247,26.0,7.0
6248,9.0,6.0
6249,0.0,4.0
6250,,4.0
6251,0.0,7.0
6252,7.0,7.0
6253,10.0,4.0
6254,0.0,4.0
6255,29.0,10.0
6256,25.0,10.0
6257,36.0,7.0
6258,36.0,4.0
6259,33.0,4.0
6260,,4.0
6261,41.0,7.0
6262,22.0,7.0
6263,20.0,4.0
6264,18.0,4.0
6265,36.0,10.0
6266,18.0,7.0
6267,,1.0
6268,20.0,4.0
6269,13.0,6.0
6270,25.0,3.0
6271,44.0,3.0
6272,5.0,6.0
6273,17.0,4.0
6274,0.0,4.0
6275,56.0,4.0
6276,0.0,4.0
6277,0.0,4.0
6278,,4.0
6279,,4.0
6280,38.0,4.0
6281,50.0,4.0
6282,0.0,3.0
6283,23.0,7.0
6284,25.0,7.0
6285,0.0,3.0
6286,50.0,4.0
6287,5.0,6.0
6288,53.0,3.0
6289,33.0,4.0
6290,,4.0
6291,0.0,4.0
6292,10.0,3.0
6293,67.0,4.0
6294,25.0,3.0
6295,50.0,3.0
6296,40.0,4.0
6297,67.0,4.0
6298,75.0,4.0
6299,0.0,3.0
6300,27.0,4.0
6301,67.0,3.0
6302,10.0,4.0
6303,,4.0
6304,,4.0
6305,100.0,4.0
6306,33.0,4.0
6307,50.0,4.0
6308,60.0,4.0
6309,,4.0
6310,50.0,4.0
6311,,4.0
6312,7.0,1.0
6313,4.0,1.0
6314,12.0,1.0
6315,16.0,1.0
6316,14.0,1.0
6317,16.0,1.0
6318,12.0,1.0
6319,6.0,1.0
6320,10.0,1.0
6321,9.0,1.0
6322,11.0,1.0
6323,10.0,1.0
6324,0.0,1.0
6325,4.0,1.0
6326,6.0,1.0
6327,3.0,1.0
6328,13.0,1.0
6329,,1.0
6330,22.0,1.0
6331,14.0,1.0
6332,3.0,2.0
6333,20.0,1.0
6334,7.0,1.0
6335,,1.0
6336,3.0,1.0
6337,20.0,1.0
6338,12.0,2.0
6339,31.0,2.0
6340,8.0,2.0
6341,7.0,1.0
6342,0.0,1.0
6343,8.0,1.0
6344,8.0,1.0
6345,5.0,1.0
6346,0.0,1.0
6347,10.0,6.0
6348,48.0,3.0
6349,29.0,3.0
6350,22.0,3.0
6351,36.0,3.0
6352,44.0,3.0
6353,50.0,3.0
6354,29.0,3.0
6355,31.0,3.0
6356,55.0,3.0
6357,24.0,3.0
6358,13.0,3.0
6359,57.0,3.0
6360,13.0,3.0
6361,50.0,3.0
6362,17.0,3.0
6363,8.0,5.0
6364,0.0,3.0
6365,11.0,5.0
6366,44.0,3.0
6367,17.0,3.0
6368,24.0,3.0
6369,19.0,3.0
6370,32.0,3.0
6371,39.0,3.0
6372,24.0,3.0
6373,56.0,4.0
6374,29.0,3.0
6375,19.0,3.0
6376,3.0,6.0
6377,31.0,3.0
6378,28.0,5.0
6379,18.0,7.0
6380,0.0,3.0
6381,6.0,3.0
6382,22.0,5.0
6383,0.0,5.0
6384,14.0,3.0
6385,0.0,6.0
6386,67.0,3.0
6387,52.0,3.0
6388,39.0,3.0
6389,44.0,7.0
6390,28.0,3.0
6391,14.0,5.0
6392,50.0,5.0
6393,40.0,3.0
6394,16.0,6.0
6395,25.0,3.0
6396,53.0,3.0
6397,28.0,6.0
6398,43.0,3.0
6399,0.0,3.0
6400,10.0,3.0
6401,58.0,3.0
6402,30.0,3.0
6403,14.0,3.0
6404,30.0,3.0
6405,37.0,3.0
6406,37.0,3.0
6407,40.0,7.0
6408,13.0,3.0
6409,29.0,3.0
6410,30.0,3.0
6411,8.0,4.0
6412,35.0,3.0
6413,5.0,6.0
6414,46.0,3.0
6415,10.0,1.0
6416,29.0,3.0
6417,22.0,3.0
6418,68.0,3.0
6419,11.0,6.0
6420,71.0,3.0
6421,67.0,3.0
6422,63.0,3.0
6423,35.0,6.0
6424,54.0,3.0
6425,15.0,6.0
6426,53.0,3.0
6427,42.0,3.0
6428,60.0,3.0
6429,63.0,3.0
6430,83.0,3.0
6431,47.0,3.0
6432,39.0,3.0
6433,57.0,3.0
6434,28.0,4.0
6435,4.0,6.0
6436,13.0,3.0
6437,24.0,3.0
6438,0.0,3.0
6439,18.0,3.0
6440,15.0,5.0
6441,16.0,5.0
6442,9.0,5.0
6443,32.0,3.0
6444,33.0,3.0
6445,22.0,3.0
6446,0.0,3.0
6447,14.0,6.0
6448,22.0,4.0
6449,25.0,3.0
6450,17.0,3.0
6451,8.0,3.0
6452,57.0,3.0
6453,25.0,3.0
6454,36.0,3.0
6455,18.0,3.0
6456,20.0,3.0
6457,22.0,5.0
6458,19.0,5.0
6459,67.0,3.0
6460,50.0,3.0
6461,0.0,3.0
6462,22.0,5.0
6463,29.0,3.0
6464,17.0,3.0
6465,20.0,3.0
6466,28.0,6.0
6467,9.0,3.0
6468,14.0,3.0
6469,6.0,3.0
6470,7.0,3.0
6471,25.0,3.0
6472,23.0,7.0
6473,21.0,7.0
6474,23.0,7.0
6475,38.0,3.0
6476,46.0,3.0
6477,29.0,3.0
6478,22.0,3.0
6479,0.0,3.0
6480,11.0,5.0
6481,30.0,7.0
6482,17.0,6.0
6483,0.0,3.0
6484,47.0,3.0
6485,21.0,3.0
6486,8.0,6.0
6487,35.0,3.0
6488,6.0,5.0
6489,43.0,3.0
6490,10.0,3.0
6491,18.0,3.0
6492,14.0,3.0
6493,23.0,3.0
6494,35.0,3.0
6495,16.0,5.0
6496,22.0,7.0
6497,0.0,4.0
6498,36.0,7.0
6499,29.0,3.0
6500,17.0,3.0
6501,13.0,3.0
6502,9.0,6.0
6503,40.0,3.0
6504,23.0,3.0
6505,7.0,3.0
6506,50.0,3.0
6507,25.0,3.0
6508,20.0,3.0
6509,15.0,3.0
6510,33.0,3.0
6511,7.0,7.0
6512,14.0,5.0
6513,33.0,3.0
6514,29.0,3.0
6515,33.0,3.0
6516,43.0,3.0
6517,33.0,3.0
6518,27.0,3.0
6519,25.0,4.0
6520,13.0,5.0
6521,38.0,3.0
6522,9.0,6.0
6523,30.0,3.0
6524,6.0,5.0
6525,10.0,5.0
6526,26.0,7.0
6527,25.0,3.0
6528,13.0,3.0
6529,32.0,3.0
6530,51.0,5.0
6531,23.0,7.0
6532,29.0,3.0
6533,39.0,3.0
6534,15.0,6.0
6535,31.0,3.0
6536,27.0,3.0
6537,39.0,3.0
6538,12.0,1.0
6539,27.0,7.0
6540,20.0,3.0
6541,46.0,3.0
6542,50.0,3.0
6543,29.0,3.0
6544,23.0,3.0
6545,6.0,5.0
6546,52.0,3.0
6547,8.0,3.0
6548,18.0,3.0
6549,18.0,5.0
6550,19.0,3.0
6551,15.0,3.0
6552,36.0,3.0
6553,8.0,3.0
6554,19.0,3.0
6555,9.0,6.0
6556,36.0,3.0
6557,17.0,3.0
6558,32.0,3.0
6559,23.0,3.0
6560,25.0,3.0
6561,13.0,4.0
6562,13.0,6.0
6563,11.0,3.0
6564,9.0,4.0
6565,12.0,6.0
6566,40.0,3.0
6567,17.0,5.0
6568,17.0,3.0
6569,40.0,3.0
6570,15.0,3.0
6571,25.0,6.0
6572,36.0,3.0
6573,29.0,6.0
6574,48.0,3.0
6575,8.0,3.0
6576,58.0,3.0
6577,31.0,3.0
6578,42.0,3.0
6579,33.0,3.0
6580,62.0,3.0
6581,50.0,3.0
6582,37.0,7.0
6583,54.0,3.0
6584,20.0,3.0
6585,13.0,6.0
6586,40.0,4.0
6587,70.0,3.0
6588,11.0,6.0
6589,33.0,3.0
6590,50.0,3.0
6591,17.0,4.0
6592,9.0,7.0
6593,20.0,7.0
6594,24.0,5.0
6595,7.0,3.0
6596,8.0,3.0
6597,33.0,3.0
6598,8.0,3.0
6599,61.0,3.0
6600,24.0,4.0
6601,22.0,7.0
6602,58.0,3.0
6603,33.0,3.0
6604,27.0,3.0
6605,5.0,6.0
6606,22.0,3.0
6607,20.0,3.0
6608,63.0,4.0
6609,29.0,3.0
6610,14.0,3.0
6611,30.0,5.0
6612,10.0,6.0
6613,27.0,3.0
6614,24.0,3.0
6615,40.0,3.0
6616,29.0,3.0
6617,44.0,3.0
6618,10.0,3.0
6619,20.0,1.0
6620,22.0,5.0
6621,10.0,5.0
6622,31.0,3.0
6623,13.0,3.0
6624,21.0,3.0
6625,39.0,7.0
6626,21.0,3.0
6627,36.0,3.0
6628,24.0,3.0
6629,8.0,3.0
6630,22.0,3.0
6631,42.0,3.0
6632,0.0,1.0
6633,55.0,3.0
6634,55.0,3.0
6635,50.0,3.0
6636,47.0,3.0
6637,45.0,3.0
6638,27.0,5.0
6639,14.0,4.0
6640,56.0,7.0
6641,39.0,7.0
6642,24.0,5.0
6643,40.0,3.0
6644,33.0,3.0
6645,5.0,6.0
6646,60.0,3.0
6647,14.0,3.0
6648,19.0,5.0
6649,17.0,5.0
6650,13.0,3.0
6651,22.0,3.0
6652,31.0,7.0
6653,8.0,4.0
6654,26.0,7.0
6655,29.0,3.0
6656,37.0,3.0
6657,10.0,3.0
6658,17.0,5.0
6659,44.0,3.0
6660,39.0,3.0
6661,27.0,5.0
6662,44.0,3.0
6663,47.0,3.0
6664,30.0,3.0
6665,17.0,3.0
6666,19.0,5.0
6667,63.0,3.0
6668,21.0,7.0
6669,28.0,7.0
6670,45.0,7.0
6671,8.0,6.0
6672,53.0,3.0
6673,33.0,3.0
6674,60.0,3.0
6675,22.0,3.0
6676,38.0,3.0
6677,24.0,3.0
6678,10.0,6.0
6679,8.0,5.0
6680,23.0,5.0
6681,48.0,3.0
6682,0.0,3.0
6683,16.0,3.0
6684,27.0,5.0
6685,20.0,4.0
6686,9.0,3.0
6687,11.0,7.0
6688,26.0,7.0
6689,10.0,3.0
6690,38.0,3.0
6691,38.0,3.0
6692,22.0,3.0
6693,25.0,3.0
6694,33.0,3.0
6695,21.0,3.0
6696,14.0,5.0
6697,18.0,3.0
6698,10.0,3.0
6699,14.0,3.0
6700,0.0,4.0
6701,8.0,3.0
6702,27.0,3.0
6703,30.0,3.0
6704,17.0,3.0
6705,11.0,5.0
6706,13.0,3.0
6707,15.0,6.0
6708,12.0,3.0
6709,19.0,4.0
6710,30.0,5.0
6711,8.0,3.0
6712,44.0,3.0
6713,47.0,3.0
6714,21.0,6.0
6715,55.0,4.0
6716,16.0,6.0
6717,17.0,5.0
6718,25.0,5.0
6719,57.0,3.0
6720,33.0,3.0
6721,21.0,3.0
6722,26.0,3.0
6723,13.0,3.0
6724,33.0,7.0
6725,32.0,7.0
6726,15.0,4.0
6727,19.0,5.0
6728,13.0,4.0
6729,32.0,3.0
6730,22.0,5.0
6731,5.0,6.0
6732,40.0,3.0
6733,9.0,3.0
6734,7.0,3.0
6735,33.0,4.0
6736,7.0,5.0
6737,12.0,3.0
6738,38.0,3.0
6739,20.0,3.0
6740,16.0,3.0
6741,11.0,5.0
6742,35.0,3.0
6743,0.0,3.0
6744,60.0,3.0
6745,27.0,3.0
6746,41.0,3.0
6747,27.0,3.0
6748,48.0,3.0
6749,7.0,6.0
6750,44.0,3.0
6751,29.0,3.0
6752,26.0,3.0
6753,11.0,5.0
6754,40.0,3.0
6755,0.0,3.0
6756,,4.0
6757,47.0,3.0
6758,27.0,7.0
6759,13.0,3.0
6760,17.0,3.0
6761,22.0,3.0
6762,6.0,3.0
6763,33.0,3.0
6764,8.0,5.0
6765,35.0,3.0
6766,28.0,3.0
6767,25.0,3.0
6768,14.0,5.0
6769,20.0,3.0
6770,42.0,3.0
6771,35.0,3.0
6772,29.0,3.0
6773,5.0,3.0
6774,16.0,5.0
6775,14.0,5.0
6776,0.0,4.0
6777,10.0,6.0
6778,33.0,3.0
6779,40.0,3.0
6780,23.0,3.0
6781,16.0,3.0
6782,10.0,6.0
6783,31.0,3.0
6784,0.0,3.0
6785,23.0,3.0
6786,12.0,7.0
6787,13.0,3.0
6788,29.0,3.0
6789,29.0,3.0
6790,17.0,3.0
6791,7.0,3.0
6792,30.0,3.0
6793,21.0,3.0
6794,18.0,3.0
6795,57.0,3.0
6796,42.0,3.0
6797,10.0,3.0
6798,10.0,4.0
6799,8.0,5.0
6800,29.0,3.0
6801,54.0,3.0
6802,25.0,3.0
6803,65.0,3.0
6804,29.0,3.0
6805,18.0,5.0
6806,27.0,4.0
6807,34.0,5.0
6808,63.0,3.0
6809,22.0,3.0
6810,26.0,7.0
6811,0.0,3.0
6812,6.0,5.0
6813,42.0,3.0
6814,29.0,3.0
6815,30.0,3.0
6816,20.0,3.0
6817,29.0,3.0
6818,26.0,3.0
6819,10.0,6.0
6820,47.0,3.0
6821,44.0,4.0
6822,5.0,6.0
6823,14.0,3.0
6824,29.0,3.0
6825,0.0,3.0
6826,10.0,5.0
6827,12.0,1.0
6828,25.0,3.0
6829,46.0,3.0
6830,27.0,3.0
6831,0.0,6.0
6832,13.0,5.0
6833,100.0,7.0
6834,21.0,7.0
6835,36.0,3.0
6836,12.0,3.0
6837,29.0,3.0
6838,25.0,3.0
6839,20.0,3.0
6840,22.0,3.0
6841,27.0,3.0
6842,18.0,3.0
6843,4.0,6.0
6844,18.0,3.0
6845,27.0,3.0
6846,7.0,6.0
6847,31.0,3.0
6848,0.0,4.0
6849,31.0,3.0
6850,11.0,6.0
6851,11.0,5.0
6852,30.0,3.0
6853,46.0,3.0
6854,21.0,7.0
6855,11.0,7.0
6856,20.0,6.0
6857,58.0,3.0
6858,42.0,3.0
6859,24.0,3.0
6860,18.0,3.0
6861,42.0,3.0
6862,13.0,3.0
6863,31.0,5.0
6864,20.0,3.0
6865,27.0,3.0
6866,25.0,4.0
6867,33.0,3.0
6868,27.0,7.0
6869,,4.0
6870,32.0,7.0
6871,46.0,3.0
6872,20.0,6.0
6873,42.0,3.0
6874,21.0,5.0
6875,35.0,3.0
6876,33.0,3.0
6877,26.0,3.0
6878,26.0,6.0
6879,30.0,6.0
6880,32.0,3.0
6881,20.0,3.0
6882,47.0,3.0
6883,33.0,3.0
6884,50.0,3.0
6885,8.0,6.0
6886,42.0,3.0
6887,26.0,3.0
6888,75.0,4.0
6889,0.0,6.0
6890,40.0,3.0
6891,49.0,3.0
6892,33.0,3.0
6893,61.0,3.0
6894,50.0,3.0
6895,26.0,3.0
6896,74.0,3.0
6897,47.0,6.0
6898,63.0,3.0
6899,50.0,4.0
6900,21.0,5.0
6901,40.0,5.0
6902,46.0,3.0
6903,17.0,3.0
6904,16.0,3.0
6905,8.0,3.0
6906,21.0,3.0
6907,43.0,3.0
6908,11.0,3.0
6909,14.0,3.0
6910,25.0,5.0
6911,,4.0
6912,39.0,3.0
6913,13.0,3.0
6914,14.0,3.0
6915,7.0,3.0
6916,9.0,3.0
6917,19.0,7.0
6918,67.0,3.0
6919,34.0,5.0
6920,8.0,3.0
6921,36.0,3.0
6922,30.0,3.0
6923,73.0,3.0
6924,91.0,3.0
6925,42.0,3.0
6926,37.0,7.0
6927,6.0,7.0
6928,28.0,5.0
6929,31.0,5.0
6930,57.0,3.0
6931,13.0,3.0
6932,67.0,3.0
6933,61.0,3.0
6934,44.0,4.0
6935,26.0,3.0
6936,50.0,3.0
6937,41.0,3.0
6938,23.0,5.0
6939,67.0,3.0
6940,55.0,3.0
6941,23.0,3.0
6942,22.0,5.0
6943,26.0,6.0
6944,56.0,3.0
6945,50.0,3.0
6946,50.0,3.0
6947,50.0,3.0
6948,43.0,3.0
6949,44.0,3.0
6950,62.0,3.0
6951,64.0,3.0
6952,0.0,1.0
6953,54.0,3.0
6954,60.0,3.0
6955,31.0,3.0
6956,24.0,7.0
6957,26.0,3.0
6958,0.0,4.0
6959,41.0,3.0
6960,40.0,3.0
6961,15.0,5.0
6962,32.0,5.0
6963,26.0,3.0
6964,36.0,7.0
6965,29.0,7.0
6966,17.0,5.0
6967,33.0,5.0
6968,33.0,7.0
6969,37.0,4.0
6970,29.0,7.0
6971,7.0,5.0
6972,16.0,6.0
6973,11.0,6.0
6974,20.0,6.0
6975,53.0,3.0
6976,28.0,4.0
6977,21.0,6.0
6978,33.0,3.0
6979,46.0,3.0
6980,0.0,3.0
6981,8.0,3.0
6982,25.0,3.0
6983,25.0,5.0
6984,8.0,6.0
6985,25.0,3.0
6986,21.0,3.0
6987,15.0,6.0
6988,39.0,3.0
6989,17.0,3.0
6990,13.0,6.0
6991,26.0,6.0
6992,7.0,3.0
6993,9.0,3.0
6994,26.0,7.0
6995,23.0,5.0
6996,32.0,3.0
6997,29.0,3.0
6998,0.0,3.0
6999,16.0,3.0
7000,0.0,1.0
7001,57.0,3.0
7002,5.0,4.0
7003,0.0,3.0
7004,7.0,3.0
7005,55.0,3.0
7006,30.0,3.0
7007,58.0,7.0
7008,37.0,7.0
7009,40.0,3.0
7010,42.0,3.0
7011,44.0,3.0
7012,7.0,6.0
7013,32.0,4.0
7014,46.0,3.0
7015,31.0,6.0
7016,33.0,3.0
7017,23.0,3.0
7018,12.0,4.0
7019,17.0,5.0
7020,20.0,6.0
7021,18.0,3.0
7022,17.0,3.0
7023,30.0,3.0
7024,38.0,3.0
7025,30.0,5.0
7026,9.0,5.0
7027,39.0,3.0
7028,20.0,5.0
7029,11.0,1.0
7030,6.0,7.0
7031,28.0,7.0
7032,46.0,3.0
7033,22.0,3.0
7034,27.0,3.0
7035,56.0,3.0
7036,37.0,3.0
7037,29.0,3.0
7038,50.0,3.0
7039,40.0,5.0
7040,32.0,7.0
7041,0.0,7.0
7042,26.0,7.0
7043,40.0,3.0
7044,100.0,4.0
7045,38.0,3.0
7046,18.0,6.0
7047,47.0,3.0
7048,58.0,3.0
7049,25.0,3.0
7050,24.0,6.0
7051,61.0,3.0
7052,38.0,3.0
7053,44.0,3.0
7054,53.0,3.0
7055,7.0,6.0
7056,36.0,3.0
7057,39.0,3.0
7058,59.0,3.0
7059,31.0,3.0
7060,19.0,3.0
7061,21.0,5.0
7062,20.0,5.0
7063,42.0,3.0
7064,21.0,3.0
7065,31.0,3.0
7066,0.0,3.0
7067,25.0,3.0
7068,7.0,4.0
7069,35.0,7.0
7070,27.0,5.0
7071,19.0,5.0
7072,15.0,7.0
7073,21.0,3.0
7074,67.0,3.0
7075,11.0,6.0
7076,18.0,3.0
7077,0.0,4.0
7078,28.0,3.0
7079,53.0,3.0
7080,13.0,5.0
7081,40.0,4.0
7082,21.0,3.0
7083,45.0,3.0
7084,29.0,3.0
7085,9.0,3.0
7086,39.0,3.0
7087,33.0,3.0
7088,15.0,3.0
7089,29.0,3.0
7090,0.0,6.0
7091,6.0,6.0
7092,46.0,3.0
7093,39.0,3.0
7094,17.0,5.0
7095,17.0,5.0
7096,21.0,3.0
7097,33.0,4.0
7098,17.0,6.0
7099,25.0,7.0
7100,41.0,3.0
7101,10.0,4.0
7102,41.0,3.0
7103,33.0,3.0
7104,0.0,3.0
7105,36.0,3.0
7106,20.0,3.0
7107,39.0,3.0
7108,4.0,5.0
7109,3.0,6.0
7110,11.0,6.0
7111,39.0,3.0
7112,45.0,3.0
7113,5.0,3.0
7114,13.0,4.0
7115,21.0,3.0
7116,46.0,3.0
7117,10.0,5.0
7118,40.0,3.0
7119,22.0,3.0
7120,17.0,7.0
7121,13.0,6.0
7122,50.0,3.0
7123,25.0,3.0
7124,13.0,6.0
7125,11.0,6.0
7126,11.0,6.0
7127,17.0,6.0
7128,18.0,6.0
7129,9.0,6.0
7130,17.0,6.0
7131,14.0,6.0
7132,40.0,3.0
7133,18.0,6.0
7134,33.0,3.0
7135,60.0,3.0
7136,59.0,3.0
7137,48.0,3.0
7138,46.0,3.0
7139,37.0,3.0
7140,11.0,6.0
7141,53.0,3.0
7142,7.0,4.0
7143,38.0,3.0
7144,32.0,3.0
7145,18.0,7.0
7146,25.0,7.0
7147,19.0,7.0
7148,15.0,7.0
7149,12.0,4.0
7150,37.0,7.0
7151,17.0,4.0
7152,15.0,7.0
7153,36.0,3.0
7154,10.0,7.0
7155,5.0,7.0
7156,1.0,6.0
7157,9.0,6.0
7158,14.0,3.0
7159,15.0,3.0
7160,64.0,3.0
7161,10.0,4.0
7162,29.0,3.0
7163,52.0,5.0
7164,56.0,3.0
7165,64.0,3.0
7166,15.0,3.0
7167,0.0,7.0
7168,19.0,3.0
7169,24.0,3.0
7170,21.0,3.0
7171,33.0,3.0
7172,18.0,3.0
7173,9.0,6.0
7174,37.0,3.0
7175,43.0,3.0
7176,7.0,3.0
7177,62.0,3.0
7178,44.0,3.0
7179,24.0,3.0
7180,11.0,3.0
7181,16.0,3.0
7182,13.0,5.0
7183,30.0,5.0
7184,26.0,7.0
7185,39.0,3.0
7186,47.0,3.0
7187,27.0,3.0
7188,9.0,3.0
7189,40.0,3.0
7190,52.0,3.0
7191,31.0,6.0
7192,23.0,3.0
7193,33.0,3.0
7194,57.0,3.0
7195,18.0,3.0
7196,4.0,6.0
7197,15.0,6.0
7198,7.0,6.0
7199,50.0,3.0
7200,6.0,3.0
7201,11.0,6.0
7202,40.0,3.0
7203,30.0,3.0
7204,12.0,4.0
7205,43.0,3.0
7206,22.0,4.0
7207,46.0,3.0
7208,22.0,3.0
7209,32.0,5.0
7210,20.0,7.0
7211,18.0,7.0
7212,39.0,7.0
7213,23.0,7.0
7214,20.0,7.0
