i,pct_f,type
13094,80.0,4.0
13095,43.0,3.0
13096,29.0,4.0
13097,13.0,12.0
13098,36.0,4.0
13099,7.0,12.0
13100,30.0,4.0
13101,17.0,3.0
13102,70.0,4.0
13103,63.0,3.0
13104,29.0,4.0
13105,40.0,4.0
13106,31.0,7.0
13107,7.0,1.0
13108,7.0,1.0
13109,29.0,7.0
13110,13.0,1.0
13111,44.0,6.0
13112,40.0,1.0
13113,50.0,3.0
13114,9.0,1.0
13115,13.0,6.0
13116,11.0,1.0
13117,32.0,1.0
13118,53.0,3.0
13119,6.0,1.0
13120,45.0,3.0
13121,56.0,3.0
13122,9.0,1.0
13123,73.0,3.0
13124,11.0,1.0
13125,59.0,3.0
13126,0.0,1.0
13127,11.0,1.0
13128,56.0,3.0
13129,0.0,1.0
13130,64.0,3.0
13131,45.0,3.0
13132,5.0,1.0
13133,46.0,7.0
13134,44.0,7.0
13135,25.0,1.0
13136,34.0,7.0
13137,59.0,7.0
13138,0.0,1.0
13139,50.0,12.0
13140,13.0,2.0
13141,67.0,3.0
13142,29.0,1.0
13143,84.0,3.0
13144,65.0,3.0
13145,6.0,1.0
13146,65.0,3.0
13147,15.0,6.0
13148,50.0,7.0
13149,43.0,3.0
13150,70.0,3.0
13151,54.0,3.0
13152,31.0,4.0
13153,31.0,12.0
13154,52.0,12.0
13155,21.0,7.0
13156,58.0,12.0
13157,64.0,3.0
13158,33.0,3.0
13159,78.0,3.0
13160,73.0,3.0
13161,33.0,3.0
13162,53.0,3.0
13163,29.0,3.0
13164,67.0,3.0
13165,48.0,3.0
13166,81.0,3.0
13167,18.0,7.0
13168,35.0,3.0
13169,33.0,3.0
13170,47.0,4.0
13171,50.0,3.0
13172,31.0,3.0
13173,47.0,7.0
13174,36.0,3.0
13175,25.0,3.0
13176,17.0,2.0
13177,0.0,2.0
13178,23.0,12.0
13179,14.0,2.0
13180,18.0,3.0
13181,8.0,2.0
13182,3.0,2.0
13183,21.0,12.0
13184,22.0,2.0
13185,17.0,7.0
13186,10.0,2.0
13187,36.0,3.0
13188,0.0,4.0
13189,15.0,6.0
13190,0.0,7.0
13191,15.0,3.0
13192,28.0,3.0
13193,19.0,4.0
13194,9.0,4.0
13195,68.0,4.0
13196,24.0,3.0
13197,35.0,3.0
13198,15.0,4.0
13199,15.0,3.0
13200,46.0,3.0
13201,8.0,3.0
13202,44.0,3.0
13203,45.0,3.0
13204,33.0,4.0
13205,41.0,3.0
13206,32.0,3.0
13207,10.0,7.0
13208,34.0,7.0
13209,9.0,3.0
13210,18.0,4.0
13211,29.0,4.0
13212,20.0,3.0
13213,30.0,3.0
13214,32.0,3.0
13215,23.0,7.0
13216,33.0,3.0
13217,12.0,12.0
13218,41.0,7.0
13219,0.0,12.0
13220,0.0,7.0
13221,0.0,3.0
13222,30.0,3.0
13223,14.0,7.0
13224,29.0,3.0
13225,74.0,3.0
13226,46.0,3.0
13227,32.0,12.0
13228,50.0,4.0
13229,53.0,3.0
13230,36.0,3.0
13231,33.0,3.0
13232,11.0,6.0
13233,14.0,3.0
13234,37.0,3.0
13235,18.0,6.0
13236,58.0,3.0
13237,17.0,3.0
13238,25.0,3.0
13239,8.0,3.0
13240,7.0,3.0
13241,8.0,7.0
13242,9.0,12.0
13243,0.0,1.0
13244,23.0,3.0
13245,67.0,3.0
13246,40.0,7.0
13247,54.0,3.0
13248,28.0,7.0
13249,38.0,3.0
13250,30.0,4.0
13251,60.0,3.0
13252,15.0,3.0
13253,60.0,4.0
13254,67.0,4.0
13255,25.0,4.0
13256,15.0,12.0
13257,29.0,3.0
13258,4.0,12.0
13259,24.0,3.0
13260,33.0,3.0
13261,31.0,3.0
13262,9.0,4.0
13263,0.0,3.0
13264,6.0,3.0
13265,40.0,3.0
13266,9.0,3.0
13267,16.0,3.0
13268,2.0,6.0
13269,0.0,1.0
13270,11.0,6.0
13271,4.0,1.0
13272,43.0,4.0
13273,55.0,3.0
13274,13.0,3.0
13275,25.0,3.0
13276,12.0,6.0
13277,8.0,7.0
13278,13.0,7.0
13279,17.0,6.0
13280,15.0,4.0
13281,52.0,3.0
13282,33.0,3.0
13283,70.0,7.0
13284,48.0,3.0
13285,20.0,3.0
13286,23.0,7.0
13287,22.0,7.0
13288,14.0,4.0
13289,50.0,3.0
13290,40.0,7.0
13291,30.0,4.0
13292,33.0,3.0
13293,0.0,4.0
13294,22.0,3.0
13295,43.0,12.0
13296,0.0,3.0
13297,41.0,3.0
13298,52.0,3.0
13299,35.0,3.0
13300,38.0,4.0
13301,11.0,4.0
13302,27.0,4.0
13303,33.0,3.0
13304,38.0,3.0
13305,0.0,3.0
13306,27.0,3.0
13307,14.0,12.0
13308,21.0,3.0
13309,28.0,3.0
13310,24.0,3.0
13311,45.0,3.0
13312,16.0,6.0
13313,17.0,3.0
13314,21.0,3.0
13315,24.0,3.0
13316,69.0,3.0
13317,28.0,3.0
13318,31.0,3.0
13319,25.0,7.0
13320,18.0,2.0
13321,9.0,3.0
13322,40.0,3.0
13323,20.0,3.0
13324,18.0,4.0
13325,0.0,4.0
13326,46.0,3.0
13327,13.0,6.0
13328,13.0,6.0
13329,14.0,3.0
13330,0.0,6.0
13331,23.0,7.0
13332,20.0,3.0
13333,17.0,4.0
13334,31.0,3.0
13335,18.0,3.0
13336,18.0,12.0
13337,22.0,12.0
13338,35.0,3.0
13339,30.0,3.0
13340,13.0,3.0
13341,24.0,7.0
13342,28.0,12.0
13343,8.0,4.0
13344,55.0,3.0
13345,35.0,3.0
13346,62.0,3.0
13347,7.0,3.0
13348,31.0,3.0
13349,67.0,3.0
13350,22.0,3.0
13351,29.0,3.0
13352,14.0,3.0
13353,18.0,3.0
13354,38.0,3.0
13355,30.0,3.0
13356,17.0,3.0
13357,17.0,3.0
13358,32.0,7.0
13359,30.0,4.0
13360,5.0,6.0
13361,80.0,4.0
13362,50.0,3.0
13363,15.0,3.0
13364,17.0,3.0
13365,21.0,3.0
13366,14.0,3.0
13367,24.0,3.0
13368,30.0,3.0
13369,18.0,3.0
13370,40.0,3.0
13371,21.0,6.0
13372,27.0,3.0
13373,18.0,3.0
13374,6.0,6.0
13375,27.0,3.0
13376,38.0,3.0
13377,27.0,3.0
13378,32.0,7.0
13379,17.0,3.0
13380,15.0,3.0
13381,9.0,3.0
13382,47.0,4.0
13383,11.0,12.0
13384,0.0,3.0
13385,28.0,7.0
13386,14.0,6.0
13387,11.0,4.0
13388,5.0,4.0
13389,48.0,3.0
13390,44.0,4.0
13391,6.0,3.0
13392,10.0,4.0
13393,40.0,3.0
13394,7.0,3.0
13395,16.0,4.0
13396,28.0,12.0
13397,44.0,3.0
13398,22.0,3.0
13399,20.0,3.0
13400,10.0,7.0
13401,16.0,3.0
13402,17.0,7.0
13403,5.0,3.0
13404,48.0,3.0
13405,24.0,3.0
13406,21.0,3.0
13407,15.0,3.0
13408,13.0,3.0
13409,21.0,12.0
13410,46.0,12.0
13411,22.0,3.0
13412,27.0,3.0
13413,50.0,3.0
13414,32.0,3.0
13415,50.0,3.0
13416,27.0,4.0
13417,21.0,7.0
13418,25.0,3.0
13419,25.0,3.0
13420,8.0,6.0
13421,44.0,3.0
13422,27.0,3.0
13423,38.0,3.0
13424,17.0,3.0
13425,31.0,3.0
13426,57.0,3.0
13427,10.0,3.0
13428,45.0,3.0
13429,6.0,7.0
13430,27.0,3.0
13431,64.0,3.0
13432,25.0,7.0
13433,14.0,3.0
13434,0.0,3.0
13435,25.0,3.0
13436,78.0,7.0
13437,37.0,3.0
13438,9.0,3.0
13439,0.0,4.0
13440,38.0,3.0
13441,0.0,2.0
13442,35.0,3.0
13443,13.0,6.0
13444,25.0,3.0
13445,52.0,3.0
13446,38.0,3.0
13447,19.0,3.0
13448,32.0,12.0
13449,27.0,3.0
13450,6.0,4.0
13451,16.0,4.0
13452,13.0,3.0
13453,17.0,4.0
13454,17.0,4.0
13455,24.0,4.0
13456,8.0,3.0
13457,0.0,7.0
13458,35.0,3.0
13459,36.0,3.0
13460,23.0,3.0
13461,32.0,12.0
13462,28.0,6.0
13463,20.0,3.0
13464,56.0,3.0
13465,7.0,3.0
13466,44.0,3.0
13467,36.0,4.0
13468,14.0,12.0
13469,37.0,3.0
13470,22.0,6.0
13471,33.0,3.0
13472,27.0,3.0
13473,39.0,3.0
13474,21.0,3.0
13475,7.0,3.0
13476,9.0,6.0
13477,38.0,4.0
13478,20.0,3.0
13479,12.0,6.0
13480,24.0,6.0
13481,38.0,3.0
13482,82.0,3.0
13483,7.0,3.0
13484,33.0,4.0
13485,11.0,4.0
13486,19.0,12.0
13487,0.0,4.0
13488,5.0,4.0
13489,20.0,3.0
13490,31.0,3.0
13491,18.0,7.0
13492,0.0,3.0
13493,,4.0
13494,37.0,7.0
13495,21.0,3.0
13496,20.0,4.0
13497,4.0,12.0
13498,25.0,3.0
13499,42.0,3.0
13500,15.0,3.0
13501,25.0,6.0
13502,11.0,3.0
13503,33.0,3.0
13504,47.0,4.0
13505,43.0,3.0
13506,33.0,4.0
13507,19.0,4.0
13508,50.0,4.0
13509,35.0,3.0
13510,49.0,7.0
13511,31.0,3.0
13512,24.0,6.0
13513,57.0,3.0
13514,10.0,6.0
13515,10.0,6.0
13516,6.0,6.0
13517,17.0,6.0
13518,8.0,7.0
13519,18.0,3.0
13520,16.0,3.0
13521,38.0,3.0
13522,47.0,3.0
13523,50.0,3.0
13524,41.0,3.0
13525,0.0,6.0
13526,31.0,3.0
13527,28.0,3.0
13528,17.0,7.0
13529,54.0,3.0
13530,23.0,12.0
13531,38.0,12.0
13532,38.0,4.0
13533,33.0,3.0
13534,6.0,3.0
13535,21.0,3.0
13536,48.0,3.0
13537,50.0,3.0
13538,23.0,3.0
13539,21.0,3.0
13540,17.0,3.0
13541,25.0,6.0
13542,41.0,3.0
13543,43.0,4.0
13544,26.0,3.0
13545,14.0,4.0
13546,15.0,3.0
13547,75.0,3.0
13548,27.0,3.0
13549,25.0,7.0
13550,33.0,3.0
13551,31.0,3.0
13552,55.0,4.0
13553,43.0,3.0
13554,25.0,3.0
13555,50.0,3.0
13556,80.0,3.0
13557,35.0,3.0
13558,43.0,3.0
13559,27.0,3.0
13560,69.0,3.0
13561,6.0,6.0
13562,13.0,3.0
13563,28.0,3.0
13564,25.0,7.0
13565,43.0,3.0
13566,33.0,4.0
13567,26.0,3.0
13568,31.0,3.0
13569,32.0,12.0
13570,11.0,6.0
13571,12.0,3.0
13572,22.0,3.0
13573,18.0,3.0
13574,44.0,3.0
13575,14.0,3.0
13576,16.0,4.0
13577,36.0,3.0
13578,39.0,3.0
13579,50.0,3.0
13580,7.0,6.0
13581,11.0,7.0
13582,50.0,4.0
13583,17.0,7.0
13584,30.0,7.0
13585,14.0,7.0
13586,60.0,3.0
13587,13.0,4.0
13588,24.0,4.0
13589,26.0,3.0
13590,83.0,3.0
13591,42.0,3.0
13592,0.0,4.0
13593,16.0,4.0
13594,0.0,4.0
13595,18.0,3.0
13596,33.0,4.0
13597,21.0,3.0
13598,19.0,7.0
13599,48.0,3.0
13600,32.0,7.0
13601,0.0,4.0
13602,48.0,3.0
13603,19.0,3.0
13604,27.0,3.0
13605,45.0,3.0
13606,58.0,3.0
13607,0.0,4.0
13608,41.0,4.0
13609,25.0,4.0
13610,28.0,3.0
13611,28.0,12.0
13612,0.0,4.0
13613,25.0,4.0
13614,13.0,12.0
13615,33.0,4.0
13616,27.0,3.0
13617,32.0,3.0
13618,33.0,4.0
13619,9.0,4.0
13620,25.0,4.0
13621,0.0,4.0
13622,18.0,4.0
13623,6.0,3.0
13624,40.0,4.0
13625,17.0,3.0
13626,8.0,4.0
13627,29.0,7.0
13628,8.0,4.0
13629,27.0,3.0
13630,20.0,4.0
13631,33.0,3.0
13632,33.0,4.0
13633,23.0,3.0
13634,41.0,3.0
13635,10.0,4.0
13636,21.0,4.0
13637,2.0,6.0
13638,17.0,4.0
13639,21.0,3.0
13640,20.0,3.0
13641,20.0,3.0
13642,23.0,4.0
13643,14.0,4.0
13644,0.0,4.0
13645,20.0,12.0
13646,0.0,4.0
13647,0.0,4.0
13648,10.0,6.0
13649,10.0,6.0
13650,13.0,7.0
13651,18.0,4.0
13652,9.0,3.0
13653,29.0,4.0
13654,20.0,4.0
13655,28.0,3.0
13656,60.0,4.0
13657,15.0,4.0
13658,25.0,7.0
13659,60.0,3.0
13660,17.0,3.0
13661,27.0,4.0
13662,20.0,12.0
13663,7.0,4.0
13664,11.0,3.0
13665,10.0,4.0
13666,0.0,6.0
13667,13.0,4.0
13668,29.0,3.0
13669,18.0,4.0
13670,28.0,12.0
13671,25.0,4.0
13672,14.0,4.0
13673,35.0,3.0
13674,11.0,3.0
13675,40.0,3.0
13676,36.0,4.0
13677,20.0,3.0
13678,47.0,3.0
13679,14.0,4.0
13680,36.0,3.0
13681,8.0,6.0
13682,21.0,6.0
13683,17.0,4.0
13684,21.0,3.0
13685,54.0,4.0
13686,18.0,3.0
13687,23.0,3.0
13688,61.0,3.0
13689,62.0,4.0
13690,86.0,4.0
13691,25.0,3.0
13692,86.0,4.0
13693,29.0,3.0
13694,72.0,4.0
13695,62.0,4.0
13696,30.0,12.0
13697,100.0,4.0
13698,12.0,3.0
13699,,4.0
13700,38.0,3.0
13701,25.0,3.0
13702,20.0,3.0
13703,28.0,3.0
13704,11.0,3.0
13705,14.0,12.0
13706,,1.0
13707,40.0,3.0
13708,19.0,3.0
13709,35.0,3.0
13710,17.0,3.0
13711,8.0,3.0
13712,0.0,3.0
13713,0.0,1.0
13714,55.0,3.0
13715,,1.0
13716,31.0,3.0
13717,20.0,4.0
13718,,3.0
13719,13.0,12.0
13720,23.0,8.0
13721,28.0,8.0
13722,17.0,6.0
13723,14.0,8.0
13724,33.0,3.0
13725,36.0,8.0
13726,29.0,8.0
13727,14.0,8.0
13728,9.0,3.0
13729,21.0,8.0
13730,21.0,8.0
13731,25.0,3.0
13732,40.0,8.0
13733,24.0,7.0
13734,44.0,8.0
13735,31.0,8.0
13736,30.0,8.0
13737,16.0,8.0
13738,17.0,3.0
13739,22.0,8.0
13740,7.0,6.0
13741,23.0,8.0
13742,46.0,8.0
13743,20.0,8.0
13744,18.0,12.0
13745,33.0,8.0
13746,15.0,8.0
13747,38.0,3.0
13748,21.0,8.0
13749,24.0,8.0
13750,28.0,8.0
13751,35.0,8.0
13752,8.0,12.0
13753,20.0,8.0
13754,40.0,7.0
13755,36.0,8.0
13756,34.0,8.0
13757,18.0,8.0
13758,17.0,8.0
13759,30.0,12.0
13760,4.0,8.0
13761,15.0,3.0
13762,31.0,8.0
13763,7.0,6.0
13764,27.0,8.0
13765,19.0,8.0
13766,9.0,6.0
13767,20.0,8.0
13768,26.0,8.0
13769,41.0,3.0
13770,27.0,8.0
13771,53.0,3.0
13772,28.0,8.0
13773,28.0,8.0
13774,24.0,3.0
13775,11.0,3.0
13776,6.0,6.0
13777,56.0,3.0
13778,16.0,3.0
13779,19.0,3.0
13780,33.0,3.0
13781,21.0,3.0
13782,7.0,12.0
13783,30.0,3.0
13784,31.0,3.0
13785,38.0,3.0
13786,36.0,3.0
13787,8.0,6.0
13788,24.0,3.0
13789,36.0,3.0
13790,38.0,12.0
13791,13.0,3.0
13792,0.0,3.0
13793,7.0,3.0
13794,9.0,3.0
13795,14.0,12.0
13796,28.0,3.0
13797,53.0,3.0
13798,15.0,3.0
13799,30.0,3.0
13800,17.0,12.0
13801,33.0,3.0
13802,28.0,3.0
13803,5.0,6.0
13804,12.0,3.0
13805,25.0,3.0
13806,16.0,12.0
13807,0.0,4.0
13808,5.0,6.0
13809,4.0,6.0
13810,24.0,6.0
13811,37.0,3.0
13812,11.0,3.0
13813,6.0,3.0
13814,43.0,3.0
13815,15.0,6.0
13816,27.0,3.0
13817,26.0,3.0
13818,23.0,3.0
13819,17.0,12.0
13820,31.0,3.0
13821,15.0,12.0
13822,18.0,12.0
13823,50.0,3.0
13824,13.0,3.0
13825,40.0,3.0
13826,39.0,3.0
13827,0.0,3.0
13828,19.0,3.0
13829,35.0,3.0
13830,47.0,3.0
13831,17.0,12.0
13832,16.0,12.0
13833,25.0,3.0
13834,9.0,6.0
13835,57.0,3.0
13836,40.0,3.0
13837,27.0,3.0
13838,40.0,3.0
13839,25.0,3.0
13840,50.0,3.0
13841,22.0,12.0
13842,29.0,12.0
13843,22.0,4.0
13844,0.0,3.0
13845,21.0,3.0
13846,20.0,3.0
13847,42.0,3.0
13848,25.0,3.0
13849,13.0,6.0
13850,6.0,3.0
13851,17.0,12.0
13852,19.0,12.0
13853,29.0,3.0
13854,23.0,3.0
13855,4.0,12.0
13856,60.0,3.0
13857,5.0,6.0
13858,30.0,3.0
13859,30.0,3.0
13860,15.0,12.0
13861,13.0,3.0
13862,24.0,3.0
13863,8.0,6.0
13864,36.0,3.0
13865,19.0,6.0
13866,38.0,3.0
13867,26.0,3.0
13868,50.0,3.0
13869,21.0,3.0
13870,13.0,3.0
13871,20.0,3.0
13872,45.0,3.0
13873,31.0,3.0
13874,27.0,3.0
13875,50.0,4.0
13876,27.0,3.0
13877,36.0,3.0
13878,10.0,6.0
13879,26.0,6.0
13880,53.0,4.0
13881,34.0,3.0
13882,55.0,3.0
13883,39.0,3.0
13884,44.0,3.0
13885,11.0,6.0
13886,53.0,3.0
13887,85.0,3.0
13888,21.0,4.0
13889,54.0,3.0
13890,53.0,3.0
13891,14.0,4.0
13892,11.0,6.0
13893,39.0,3.0
13894,47.0,3.0
13895,25.0,3.0
13896,9.0,3.0
13897,24.0,3.0
13898,31.0,12.0
13899,30.0,3.0
13900,8.0,3.0
13901,14.0,6.0
13902,11.0,6.0
13903,21.0,4.0
13904,18.0,3.0
13905,17.0,12.0
13906,29.0,12.0
13907,53.0,3.0
13908,32.0,7.0
13909,33.0,7.0
13910,48.0,3.0
13911,25.0,3.0
13912,62.0,3.0
13913,28.0,3.0
13914,25.0,3.0
13915,20.0,3.0
13916,38.0,3.0
13917,19.0,12.0
13918,32.0,12.0
13919,28.0,3.0
13920,0.0,3.0
13921,43.0,3.0
13922,55.0,3.0
13923,24.0,3.0
13924,42.0,3.0
13925,38.0,3.0
13926,55.0,3.0
13927,48.0,3.0
13928,38.0,3.0
13929,19.0,3.0
13930,25.0,3.0
13931,45.0,3.0
13932,18.0,12.0
13933,28.0,7.0
13934,29.0,12.0
13935,33.0,12.0
13936,22.0,12.0
13937,21.0,6.0
13938,21.0,6.0
13939,23.0,3.0
13940,32.0,3.0
13941,19.0,3.0
13942,12.0,12.0
13943,45.0,3.0
13944,22.0,4.0
13945,40.0,3.0
13946,16.0,3.0
13947,23.0,6.0
13948,45.0,3.0
13949,15.0,3.0
13950,39.0,3.0
13951,35.0,4.0
13952,29.0,3.0
13953,19.0,12.0
13954,21.0,7.0
13955,0.0,1.0
13956,16.0,6.0
13957,22.0,3.0
13958,22.0,3.0
13959,20.0,12.0
13960,17.0,3.0
13961,13.0,3.0
13962,38.0,7.0
13963,16.0,12.0
13964,26.0,7.0
13965,27.0,3.0
13966,39.0,3.0
13967,29.0,3.0
13968,17.0,4.0
13969,19.0,12.0
13970,47.0,3.0
13971,22.0,3.0
13972,15.0,3.0
13973,18.0,12.0
13974,19.0,3.0
13975,29.0,3.0
13976,20.0,3.0
13977,30.0,4.0
13978,67.0,3.0
13979,0.0,4.0
13980,7.0,6.0
13981,43.0,3.0
13982,56.0,3.0
13983,27.0,3.0
13984,28.0,6.0
13985,17.0,3.0
13986,50.0,3.0
13987,44.0,3.0
13988,5.0,6.0
13989,10.0,3.0
13990,3.0,6.0
13991,43.0,3.0
13992,40.0,3.0
13993,33.0,12.0
13994,53.0,3.0
13995,56.0,3.0
13996,13.0,6.0
13997,50.0,3.0
13998,27.0,6.0
13999,45.0,3.0
14000,47.0,3.0
14001,18.0,12.0
14002,15.0,6.0
14003,50.0,3.0
14004,19.0,3.0
14005,35.0,3.0
14006,7.0,3.0
14007,33.0,3.0
14008,9.0,12.0
14009,40.0,3.0
14010,43.0,3.0
14011,13.0,3.0
14012,42.0,3.0
14013,40.0,3.0
14014,12.0,6.0
14015,9.0,7.0
14016,9.0,6.0
14017,9.0,6.0
14018,8.0,4.0
14019,25.0,3.0
14020,18.0,3.0
14021,24.0,3.0
14022,0.0,3.0
14023,40.0,3.0
14024,15.0,3.0
14025,27.0,3.0
14026,17.0,6.0
14027,9.0,6.0
14028,5.0,6.0
14029,11.0,6.0
14030,11.0,6.0
14031,15.0,6.0
14032,75.0,3.0
14033,10.0,6.0
14034,19.0,6.0
14035,16.0,3.0
14036,26.0,6.0
14037,58.0,3.0
14038,45.0,3.0
14039,7.0,6.0
14040,23.0,6.0
14041,29.0,6.0
14042,59.0,3.0
14043,6.0,6.0
14044,58.0,3.0
14045,31.0,7.0
14046,12.0,4.0
14047,55.0,3.0
14048,5.0,7.0
14049,7.0,4.0
14050,0.0,6.0
14051,3.0,6.0
14052,4.0,6.0
14053,0.0,3.0
14054,0.0,6.0
14055,3.0,6.0
14056,13.0,4.0
14057,32.0,3.0
14058,18.0,4.0
14059,27.0,3.0
14060,63.0,3.0
14061,71.0,3.0
14062,45.0,3.0
14063,43.0,3.0
14064,10.0,4.0
14065,26.0,4.0
14066,35.0,6.0
14067,38.0,3.0
14068,30.0,12.0
14069,5.0,6.0
14070,10.0,4.0
14071,40.0,3.0
14072,18.0,3.0
14073,4.0,3.0
14074,44.0,3.0
14075,5.0,6.0
14076,19.0,3.0
14077,17.0,3.0
14078,25.0,3.0
14079,33.0,3.0
14080,39.0,3.0
14081,42.0,3.0
14082,19.0,7.0
14083,16.0,7.0
14084,6.0,6.0
14085,12.0,4.0
14086,71.0,3.0
14087,50.0,3.0
14088,14.0,3.0
14089,35.0,3.0
14090,31.0,12.0
14091,25.0,12.0
14092,16.0,6.0
14093,59.0,3.0
14094,30.0,3.0
14095,2.0,6.0
14096,33.0,3.0
14097,17.0,3.0
14098,10.0,3.0
14099,30.0,3.0
14100,29.0,3.0
14101,20.0,3.0
14102,32.0,3.0
14103,17.0,3.0
14104,25.0,3.0
14105,38.0,3.0
14106,14.0,6.0
14107,27.0,6.0
14108,22.0,6.0
14109,13.0,6.0
14110,18.0,12.0
14111,25.0,12.0
14112,38.0,3.0
14113,11.0,3.0
14114,45.0,3.0
14115,,3.0
14116,38.0,3.0
14117,35.0,3.0
14118,17.0,3.0
14119,42.0,3.0
14120,57.0,3.0
14121,11.0,6.0
14122,0.0,6.0
14123,17.0,3.0
14124,11.0,3.0
14125,23.0,3.0
14126,11.0,4.0
14127,50.0,3.0
14128,38.0,4.0
14129,22.0,3.0
14130,38.0,3.0
14131,23.0,3.0
14132,44.0,3.0
14133,44.0,7.0
14134,34.0,7.0
14135,36.0,3.0
14136,36.0,3.0
14137,19.0,3.0
14138,5.0,3.0
14139,29.0,3.0
14140,18.0,3.0
14141,35.0,3.0
14142,0.0,3.0
14143,13.0,4.0
14144,18.0,12.0
14145,17.0,7.0
14146,10.0,6.0
14147,33.0,3.0
14148,10.0,6.0
14149,32.0,4.0
14150,0.0,3.0
14151,17.0,6.0
14152,15.0,6.0
14153,35.0,3.0
14154,16.0,7.0
14155,30.0,7.0
14156,25.0,3.0
14157,50.0,4.0
14158,39.0,3.0
14159,8.0,3.0
14160,31.0,3.0
14161,10.0,3.0
14162,52.0,3.0
14163,36.0,3.0
14164,34.0,12.0
14165,50.0,7.0
14166,30.0,7.0
14167,12.0,3.0
14168,48.0,3.0
14169,18.0,12.0
14170,6.0,3.0
14171,20.0,3.0
14172,57.0,3.0
14173,31.0,3.0
14174,33.0,3.0
14175,9.0,3.0
14176,10.0,4.0
14177,17.0,7.0
14178,32.0,12.0
14179,16.0,12.0
14180,26.0,3.0
14181,0.0,3.0
14182,31.0,3.0
14183,20.0,6.0
14184,4.0,6.0
14185,15.0,6.0
14186,42.0,3.0
14187,5.0,6.0
14188,26.0,3.0
14189,25.0,3.0
14190,53.0,3.0
14191,33.0,7.0
14192,17.0,12.0
14193,21.0,3.0
14194,57.0,3.0
14195,75.0,3.0
14196,52.0,3.0
14197,63.0,3.0
14198,67.0,3.0
14199,8.0,6.0
14200,52.0,3.0
14201,27.0,3.0
14202,36.0,7.0
14203,49.0,7.0
14204,55.0,3.0
14205,15.0,12.0
14206,8.0,4.0
14207,25.0,3.0
14208,34.0,3.0
14209,52.0,3.0
14210,38.0,3.0
14211,22.0,3.0
14212,18.0,3.0
14213,36.0,3.0
14214,73.0,3.0
14215,61.0,3.0
14216,6.0,6.0
14217,21.0,3.0
14218,28.0,3.0
14219,50.0,6.0
14220,9.0,6.0
14221,45.0,3.0
14222,33.0,3.0
14223,15.0,6.0
14224,36.0,3.0
14225,48.0,3.0
14226,15.0,6.0
14227,54.0,3.0
14228,38.0,3.0
14229,13.0,1.0
14230,65.0,3.0
14231,15.0,12.0
14232,25.0,3.0
14233,46.0,3.0
14234,41.0,3.0
14235,57.0,12.0
14236,25.0,3.0
14237,19.0,3.0
14238,11.0,6.0
14239,33.0,3.0
14240,33.0,4.0
14241,33.0,7.0
14242,52.0,4.0
14243,100.0,3.0
14244,56.0,3.0
14245,54.0,3.0
14246,38.0,3.0
14247,14.0,6.0
14248,6.0,6.0
14249,24.0,6.0
14250,67.0,3.0
14251,58.0,3.0
14252,67.0,3.0
14253,44.0,3.0
14254,37.0,3.0
14255,57.0,4.0
14256,25.0,6.0
14257,67.0,3.0
14258,64.0,3.0
14259,36.0,12.0
14260,58.0,3.0
14261,58.0,7.0
14262,50.0,3.0
14263,44.0,3.0
14264,63.0,3.0
14265,68.0,3.0
14266,44.0,4.0
14267,50.0,6.0
14268,87.0,3.0
14269,59.0,3.0
14270,90.0,3.0
14271,79.0,3.0
14272,41.0,7.0
14273,43.0,7.0
14274,19.0,4.0
14275,7.0,2.0
14276,10.0,2.0
14277,9.0,2.0
14278,25.0,3.0
14279,46.0,7.0
14280,25.0,3.0
14281,3.0,6.0
14282,20.0,3.0
14283,27.0,3.0
14284,14.0,3.0
14285,32.0,3.0
14286,44.0,4.0
14287,5.0,4.0
14288,13.0,7.0
14289,21.0,7.0
14290,0.0,3.0
14291,30.0,6.0
14292,9.0,4.0
14293,14.0,3.0
14294,22.0,4.0
14295,25.0,7.0
14296,33.0,4.0
14297,24.0,3.0
14298,16.0,3.0
14299,19.0,6.0
14300,29.0,6.0
14301,15.0,6.0
14302,30.0,3.0
14303,46.0,4.0
14304,5.0,3.0
14305,42.0,4.0
14306,25.0,3.0
14307,55.0,4.0
14308,29.0,3.0
14309,36.0,3.0
14310,16.0,3.0
14311,100.0,3.0
14312,0.0,7.0
14313,71.0,7.0
14314,74.0,7.0
14315,24.0,7.0
14316,0.0,3.0
14317,10.0,4.0
14318,15.0,7.0
14319,32.0,3.0
14320,60.0,3.0
14321,25.0,4.0
14322,67.0,3.0
14323,35.0,3.0
14324,46.0,3.0
14325,23.0,3.0
14326,5.0,4.0
14327,11.0,6.0
14328,54.0,3.0
14329,35.0,3.0
14330,14.0,3.0
14331,27.0,7.0
14332,13.0,3.0
14333,31.0,3.0
14334,13.0,3.0
14335,75.0,3.0
14336,40.0,3.0
14337,38.0,3.0
14338,32.0,3.0
14339,53.0,3.0
14340,0.0,4.0
14341,25.0,3.0
14342,50.0,4.0
14343,22.0,4.0
14344,32.0,7.0
14345,14.0,4.0
14346,20.0,3.0
14347,43.0,4.0
14348,,4.0
14349,30.0,3.0
14350,0.0,1.0
14351,9.0,7.0
14352,21.0,4.0
14353,73.0,3.0
14354,45.0,3.0
14355,18.0,3.0
14356,27.0,7.0
14357,8.0,3.0
14358,70.0,3.0
14359,75.0,3.0
14360,46.0,3.0
14361,63.0,4.0
14362,29.0,3.0
14363,33.0,3.0
14364,17.0,3.0
14365,30.0,3.0
14366,8.0,3.0
