i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
8668,50.0,14.0,7.0
8669,63.0,30.0,19.0
8670,72.0,29.0,21.0
8671,48.0,27.0,13.0
8672,39.0,23.0,9.0
8673,72.0,36.0,26.0
8674,24.0,33.0,8.0
8675,8.0,38.0,3.0
8676,,0.0,0.0
8677,45.0,38.0,17.0
8678,4.0,24.0,1.0
8679,4.0,23.0,1.0
8680,10.0,29.0,3.0
8681,34.0,110.0,37.0
8682,47.0,47.0,22.0
8683,22.0,159.0,35.0
8684,44.0,34.0,15.0
8685,20.0,49.0,10.0
8686,43.0,49.0,21.0
8687,57.0,14.0,8.0
8688,0.0,8.0,0.0
8689,55.0,22.0,12.0
8690,0.0,13.0,0.0
8691,66.0,29.0,19.0
8692,4.0,25.0,1.0
8693,96.0,24.0,23.0
8694,55.0,31.0,17.0
8695,86.0,29.0,25.0
8696,87.0,15.0,13.0
8697,73.0,30.0,22.0
8698,46.0,28.0,13.0
8699,100.0,23.0,23.0
8700,46.0,35.0,16.0
8701,41.0,22.0,9.0
8702,76.0,21.0,16.0
8703,53.0,17.0,9.0
8704,67.0,24.0,16.0
8705,77.0,30.0,23.0
8706,11.0,27.0,3.0
8707,81.0,21.0,17.0
8708,23.0,40.0,9.0
8709,0.0,14.0,0.0
8710,64.0,28.0,18.0
8711,8.0,13.0,1.0
8712,69.0,16.0,11.0
8713,88.0,24.0,21.0
8714,74.0,23.0,17.0
8715,59.0,22.0,13.0
8716,62.0,47.0,29.0
8717,38.0,8.0,3.0
8718,40.0,25.0,10.0
8719,53.0,59.0,31.0
8720,13.0,8.0,1.0
8721,61.0,18.0,11.0
8722,62.0,82.0,51.0
8723,93.0,27.0,25.0
8724,85.0,26.0,22.0
8725,25.0,4.0,1.0
8726,67.0,139.0,93.0
8727,89.0,28.0,25.0
8728,72.0,86.0,62.0
8729,25.0,69.0,17.0
8730,43.0,47.0,20.0
8731,77.0,17.0,13.0
8732,47.0,43.0,20.0
8733,0.0,13.0,0.0
8734,56.0,9.0,5.0
8735,67.0,3.0,2.0
8736,0.0,14.0,0.0
8737,83.0,23.0,19.0
8738,86.0,28.0,24.0
8739,7.0,14.0,1.0
8740,67.0,9.0,6.0
8741,0.0,9.0,0.0
8742,100.0,14.0,14.0
8743,100.0,42.0,42.0
8744,0.0,6.0,0.0
8745,18.0,11.0,2.0
8746,0.0,8.0,0.0
8747,0.0,5.0,0.0
8748,46.0,11.0,5.0
8749,63.0,16.0,10.0
8750,0.0,7.0,0.0
8751,0.0,9.0,0.0
8752,33.0,12.0,4.0
8753,78.0,27.0,21.0
8754,25.0,348.0,88.0
8755,0.0,11.0,0.0
8756,83.0,12.0,10.0
8757,25.0,4.0,1.0
8758,67.0,42.0,28.0
8759,25.0,24.0,6.0
8760,73.0,15.0,11.0
8761,53.0,36.0,19.0
8762,92.0,12.0,11.0
8763,35.0,29.0,10.0
8764,96.0,22.0,21.0
8765,86.0,14.0,12.0
8766,21.0,24.0,5.0
8767,4.0,23.0,1.0
8768,5.0,21.0,1.0
8769,14.0,7.0,1.0
8770,19.0,21.0,4.0
8771,53.0,34.0,18.0
8772,67.0,15.0,10.0
8773,52.0,21.0,11.0
8774,0.0,3.0,0.0
8775,44.0,34.0,15.0
8776,50.0,12.0,6.0
8777,66.0,35.0,23.0
8778,0.0,13.0,0.0
8779,25.0,12.0,3.0
8780,75.0,8.0,6.0
8781,77.0,60.0,46.0
8782,33.0,9.0,3.0
8783,100.0,2.0,2.0
8784,79.0,33.0,26.0
8785,19.0,16.0,3.0
8786,13.0,24.0,3.0
8787,36.0,22.0,8.0
8788,100.0,15.0,15.0
8789,67.0,18.0,12.0
8790,15.0,13.0,2.0
8791,47.0,17.0,8.0
8792,40.0,30.0,12.0
8793,14.0,7.0,1.0
8794,100.0,15.0,15.0
8795,96.0,23.0,22.0
8796,56.0,32.0,18.0
8797,50.0,12.0,6.0
8798,60.0,15.0,9.0
8799,80.0,55.0,44.0
8800,20.0,5.0,1.0
8801,0.0,7.0,0.0
8802,94.0,17.0,16.0
8803,80.0,5.0,4.0
8804,30.0,10.0,3.0
8805,96.0,27.0,26.0
8806,44.0,18.0,8.0
8807,0.0,11.0,0.0
8808,6.0,17.0,1.0
8809,47.0,15.0,7.0
8810,100.0,15.0,15.0
8811,64.0,14.0,9.0
8812,55.0,22.0,12.0
8813,35.0,68.0,24.0
8814,45.0,20.0,9.0
8815,0.0,5.0,0.0
8816,38.0,40.0,15.0
8817,100.0,24.0,24.0
8818,44.0,16.0,7.0
8819,67.0,6.0,4.0
8820,77.0,13.0,10.0
8821,91.0,22.0,20.0
8822,0.0,3.0,0.0
8823,27.0,22.0,6.0
8824,0.0,9.0,0.0
8825,0.0,8.0,0.0
8826,88.0,24.0,21.0
8827,65.0,23.0,15.0
8828,85.0,27.0,23.0
8829,65.0,72.0,47.0
8830,0.0,5.0,0.0
8831,74.0,108.0,80.0
8832,43.0,14.0,6.0
8833,69.0,35.0,24.0
8834,55.0,20.0,11.0
8835,27.0,15.0,4.0
8836,64.0,14.0,9.0
8837,15.0,20.0,3.0
8838,0.0,6.0,0.0
8839,22.0,9.0,2.0
8840,100.0,16.0,16.0
8841,0.0,13.0,0.0
8842,83.0,30.0,25.0
8843,0.0,3.0,0.0
8844,50.0,18.0,9.0
8845,75.0,28.0,21.0
8846,92.0,13.0,12.0
8847,4.0,28.0,1.0
8848,6.0,18.0,1.0
8849,7.0,15.0,1.0
8850,68.0,22.0,15.0
8851,89.0,18.0,16.0
8852,17.0,30.0,5.0
8853,86.0,35.0,30.0
8854,96.0,25.0,24.0
8855,0.0,11.0,0.0
8856,10.0,10.0,1.0
8857,36.0,14.0,5.0
8858,62.0,13.0,8.0
8859,9.0,33.0,3.0
8860,71.0,17.0,12.0
8861,49.0,76.0,37.0
8862,56.0,43.0,24.0
8863,67.0,24.0,16.0
8864,0.0,5.0,0.0
8865,72.0,18.0,13.0
8866,77.0,30.0,23.0
8867,67.0,45.0,30.0
8868,17.0,24.0,4.0
8869,97.0,32.0,31.0
8870,36.0,11.0,4.0
8871,64.0,33.0,21.0
8872,0.0,12.0,0.0
8873,36.0,11.0,4.0
8874,89.0,47.0,42.0
8875,43.0,14.0,6.0
8876,100.0,7.0,7.0
8877,67.0,3.0,2.0
8878,17.0,6.0,1.0
8879,0.0,6.0,0.0
8880,79.0,19.0,15.0
8881,43.0,28.0,12.0
8882,75.0,12.0,9.0
8883,67.0,18.0,12.0
8884,100.0,8.0,8.0
8885,100.0,18.0,18.0
8886,100.0,13.0,13.0
8887,74.0,19.0,14.0
8888,73.0,15.0,11.0
8889,9.0,11.0,1.0
8890,67.0,12.0,8.0
8891,91.0,11.0,10.0
8892,86.0,14.0,12.0
8893,63.0,16.0,10.0
8894,75.0,16.0,12.0
8895,20.0,5.0,1.0
8896,11.0,9.0,1.0
8897,22.0,9.0,2.0
8898,0.0,11.0,0.0
8899,8.0,13.0,1.0
8900,0.0,3.0,0.0
8901,88.0,8.0,7.0
8902,53.0,17.0,9.0
8903,0.0,11.0,0.0
8904,33.0,24.0,8.0
8905,36.0,14.0,5.0
8906,36.0,11.0,4.0
8907,,0.0,0.0
8908,14.0,7.0,1.0
8909,0.0,1.0,0.0
8910,83.0,6.0,5.0
8911,100.0,3.0,3.0
8912,28.0,29.0,8.0
8913,47.0,15.0,7.0
8914,44.0,25.0,11.0
8915,40.0,10.0,4.0
8916,0.0,2.0,0.0
8917,91.0,113.0,103.0
8918,90.0,98.0,88.0
8919,95.0,61.0,58.0
8920,83.0,23.0,19.0
8921,80.0,30.0,24.0
8922,83.0,95.0,79.0
8923,86.0,36.0,31.0
8924,88.0,83.0,73.0
8925,87.0,182.0,158.0
8926,80.0,78.0,62.0
8927,89.0,161.0,144.0
8928,89.0,62.0,55.0
8929,80.0,106.0,85.0
8930,82.0,211.0,172.0
8931,93.0,27.0,25.0
8932,93.0,55.0,51.0
8933,86.0,55.0,47.0
8934,82.0,94.0,77.0
8935,88.0,77.0,68.0
8936,88.0,74.0,65.0
8937,92.0,63.0,58.0
8938,87.0,70.0,61.0
8939,93.0,125.0,116.0
8940,83.0,77.0,64.0
8941,93.0,61.0,57.0
8942,83.0,87.0,72.0
8943,82.0,93.0,76.0
8944,85.0,59.0,50.0
8945,86.0,101.0,87.0
8946,88.0,117.0,103.0
8947,82.0,104.0,85.0
8948,85.0,48.0,41.0
8949,90.0,61.0,55.0
8950,89.0,105.0,93.0
8951,88.0,146.0,129.0
8952,88.0,67.0,59.0
8953,88.0,126.0,111.0
8954,85.0,96.0,82.0
8955,81.0,70.0,57.0
8956,84.0,69.0,58.0
8957,91.0,56.0,51.0
8958,86.0,158.0,136.0
8959,85.0,47.0,40.0
8960,92.0,49.0,45.0
8961,87.0,55.0,48.0
8962,81.0,79.0,64.0
8963,78.0,120.0,94.0
8964,90.0,152.0,136.0
8965,92.0,60.0,55.0
8966,86.0,106.0,91.0
8967,84.0,82.0,69.0
8968,90.0,49.0,44.0
8969,90.0,139.0,125.0
8970,88.0,60.0,53.0
8971,90.0,48.0,43.0
8972,89.0,120.0,107.0
8973,89.0,83.0,74.0
8974,91.0,80.0,73.0
8975,87.0,164.0,142.0
8976,88.0,67.0,59.0
8977,91.0,85.0,77.0
8978,93.0,98.0,91.0
8979,66.0,67.0,44.0
8980,94.0,46.0,43.0
8981,86.0,152.0,131.0
8982,84.0,89.0,75.0
8983,83.0,18.0,15.0
8984,88.0,25.0,22.0
8985,67.0,6.0,4.0
8986,14.0,7.0,1.0
8987,0.0,13.0,0.0
8988,0.0,10.0,0.0
8989,88.0,42.0,37.0
8990,0.0,10.0,0.0
8991,73.0,30.0,22.0
8992,100.0,6.0,6.0
8993,80.0,15.0,12.0
8994,67.0,12.0,8.0
8995,40.0,5.0,2.0
8996,60.0,20.0,12.0
8997,22.0,32.0,7.0
8998,82.0,108.0,89.0
8999,86.0,91.0,78.0
9000,92.0,75.0,69.0
9001,90.0,77.0,69.0
9002,100.0,14.0,14.0
9003,28.0,25.0,7.0
9004,72.0,143.0,103.0
9005,0.0,3.0,0.0
9006,100.0,15.0,15.0
9007,42.0,12.0,5.0
9008,92.0,12.0,11.0
9009,,0.0,0.0
9010,,0.0,0.0
9011,69.0,13.0,9.0
9012,60.0,121.0,72.0
9013,52.0,21.0,11.0
9014,28.0,118.0,33.0
9015,15.0,46.0,7.0
9016,90.0,115.0,104.0
9017,3.0,65.0,2.0
9018,83.0,6.0,5.0
9019,79.0,14.0,11.0
9020,89.0,9.0,8.0
9021,91.0,11.0,10.0
9022,100.0,5.0,5.0
9023,0.0,5.0,0.0
9024,8.0,13.0,1.0
9025,43.0,7.0,3.0
9026,8.0,13.0,1.0
9027,53.0,34.0,18.0
9028,14.0,14.0,2.0
9029,100.0,34.0,34.0
9030,95.0,20.0,19.0
9031,96.0,23.0,22.0
9032,96.0,25.0,24.0
9033,83.0,30.0,25.0
9034,74.0,19.0,14.0
9035,92.0,38.0,35.0
9036,92.0,48.0,44.0
9037,100.0,3.0,3.0
9038,94.0,33.0,31.0
9039,83.0,36.0,30.0
9040,10.0,10.0,1.0
9041,67.0,15.0,10.0
9042,5.0,21.0,1.0
9043,63.0,24.0,15.0
9044,53.0,15.0,8.0
9045,8.0,13.0,1.0
9046,54.0,24.0,13.0
9047,83.0,12.0,10.0
9048,17.0,6.0,1.0
9049,14.0,14.0,2.0
9050,0.0,20.0,0.0
9051,7.0,45.0,3.0
9052,7.0,27.0,2.0
9053,10.0,68.0,7.0
9054,14.0,36.0,5.0
9055,0.0,18.0,0.0
9056,92.0,13.0,12.0
9057,93.0,15.0,14.0
9058,89.0,18.0,16.0
9059,80.0,15.0,12.0
9060,97.0,38.0,37.0
9061,96.0,23.0,22.0
9062,95.0,19.0,18.0
9063,64.0,14.0,9.0
9064,89.0,9.0,8.0
9065,91.0,23.0,21.0
9066,54.0,84.0,45.0
9067,67.0,3.0,2.0
9068,40.0,10.0,4.0
9069,88.0,17.0,15.0
9070,43.0,7.0,3.0
9071,33.0,24.0,8.0
9072,50.0,24.0,12.0
9073,77.0,22.0,17.0
9074,0.0,10.0,0.0
9075,100.0,1.0,1.0
9076,83.0,6.0,5.0
9077,50.0,10.0,5.0
9078,0.0,1.0,0.0
9079,70.0,248.0,174.0
9080,27.0,11.0,3.0
9081,73.0,138.0,101.0
9082,50.0,10.0,5.0
9083,40.0,406.0,164.0
9084,51.0,287.0,145.0
9085,40.0,5.0,2.0
9086,87.0,63.0,55.0
9087,33.0,6.0,2.0
9088,81.0,37.0,30.0
9089,37.0,110.0,41.0
9090,60.0,25.0,15.0
9091,70.0,10.0,7.0
9092,49.0,271.0,134.0
9093,55.0,444.0,245.0
9094,43.0,150.0,64.0
9095,55.0,29.0,16.0
9096,45.0,158.0,71.0
9097,6.0,34.0,2.0
9098,57.0,7.0,4.0
9099,100.0,70.0,70.0
9100,100.0,18.0,18.0
9101,78.0,36.0,28.0
9102,62.0,21.0,13.0
9103,55.0,20.0,11.0
9104,60.0,48.0,29.0
9105,68.0,28.0,19.0
9106,46.0,28.0,13.0
9107,40.0,5.0,2.0
9108,81.0,69.0,56.0
9109,62.0,37.0,23.0
9110,22.0,18.0,4.0
9111,18.0,11.0,2.0
9112,71.0,1194.0,849.0
9113,49.0,67.0,33.0
9114,40.0,132.0,53.0
9115,74.0,38.0,28.0
9116,18.0,11.0,2.0
9117,78.0,18.0,14.0
9118,100.0,25.0,25.0
9119,47.0,172.0,81.0
9120,77.0,13.0,10.0
9121,63.0,16.0,10.0
9122,100.0,4.0,4.0
9123,62.0,13.0,8.0
9124,71.0,34.0,24.0
9125,54.0,13.0,7.0
9126,30.0,78.0,23.0
9127,75.0,20.0,15.0
9128,33.0,6.0,2.0
9129,,0.0,0.0
9130,48.0,77.0,37.0
9131,83.0,12.0,10.0
9132,54.0,26.0,14.0
9133,83.0,12.0,10.0
9134,50.0,4.0,2.0
9135,40.0,15.0,6.0
9136,25.0,12.0,3.0
9137,17.0,12.0,2.0
9138,13.0,8.0,1.0
9139,50.0,4.0,2.0
9140,67.0,15.0,10.0
9141,8.0,13.0,1.0
9142,60.0,10.0,6.0
9143,69.0,13.0,9.0
9144,61.0,23.0,14.0
9145,,0.0,0.0
9146,57.0,7.0,4.0
9147,58.0,26.0,15.0
9148,71.0,17.0,12.0
9149,44.0,16.0,7.0
9150,86.0,29.0,25.0
9151,50.0,10.0,5.0
9152,75.0,8.0,6.0
9153,50.0,8.0,4.0
9154,100.0,15.0,15.0
9155,0.0,3.0,0.0
9156,0.0,3.0,0.0
9157,35.0,23.0,8.0
9158,26.0,53.0,14.0
9159,88.0,24.0,21.0
9160,65.0,20.0,13.0
9161,90.0,40.0,36.0
9162,100.0,13.0,13.0
9163,27.0,45.0,12.0
9164,46.0,76.0,35.0
9165,0.0,6.0,0.0
9166,83.0,6.0,5.0
9167,35.0,17.0,6.0
9168,35.0,23.0,8.0
9169,31.0,13.0,4.0
9170,64.0,22.0,14.0
9171,39.0,33.0,13.0
9172,37.0,19.0,7.0
9173,35.0,17.0,6.0
9174,22.0,18.0,4.0
9175,56.0,9.0,5.0
9176,50.0,4.0,2.0
9177,50.0,24.0,12.0
9178,29.0,14.0,4.0
9179,31.0,29.0,9.0
9180,31.0,13.0,4.0
9181,26.0,19.0,5.0
9182,50.0,20.0,10.0
9183,50.0,12.0,6.0
9184,33.0,21.0,7.0
9185,47.0,51.0,24.0
9186,50.0,48.0,24.0
9187,64.0,45.0,29.0
9188,48.0,21.0,10.0
9189,48.0,42.0,20.0
9190,58.0,26.0,15.0
9191,47.0,15.0,7.0
9192,35.0,20.0,7.0
9193,44.0,9.0,4.0
9194,54.0,26.0,14.0
9195,50.0,48.0,24.0
9196,20.0,5.0,1.0
9197,52.0,23.0,12.0
9198,59.0,44.0,26.0
9199,63.0,43.0,27.0
9200,4.0,23.0,1.0
9201,45.0,20.0,9.0
9202,14.0,37.0,5.0
9203,21.0,24.0,5.0
9204,83.0,30.0,25.0
9205,88.0,8.0,7.0
9206,44.0,25.0,11.0
9207,60.0,40.0,24.0
9208,16.0,32.0,5.0
9209,53.0,15.0,8.0
9210,47.0,15.0,7.0
9211,0.0,1.0,0.0
9212,51.0,41.0,21.0
9213,43.0,28.0,12.0
9214,16.0,152.0,25.0
9215,10.0,42.0,4.0
9216,100.0,2.0,2.0
9217,0.0,3.0,0.0
9218,70.0,10.0,7.0
9219,64.0,11.0,7.0
9220,33.0,18.0,6.0
9221,0.0,1.0,0.0
9222,82.0,11.0,9.0
9223,85.0,20.0,17.0
9224,70.0,10.0,7.0
9225,25.0,8.0,2.0
9226,36.0,11.0,4.0
9227,55.0,20.0,11.0
9228,100.0,1.0,1.0
9229,36.0,14.0,5.0
9230,0.0,2.0,0.0
9231,,0.0,0.0
9232,50.0,2.0,1.0
9233,22.0,18.0,4.0
9234,57.0,14.0,8.0
9235,100.0,7.0,7.0
9236,33.0,6.0,2.0
9237,0.0,2.0,0.0
9238,33.0,9.0,3.0
9239,64.0,25.0,16.0
9240,13.0,8.0,1.0
9241,71.0,17.0,12.0
9242,43.0,7.0,3.0
9243,86.0,7.0,6.0
9244,,0.0,0.0
9245,8.0,12.0,1.0
9246,57.0,28.0,16.0
9247,0.0,6.0,0.0
9248,0.0,1.0,0.0
9249,0.0,1.0,0.0
9250,25.0,16.0,4.0
9251,,0.0,0.0
9252,53.0,19.0,10.0
9253,,0.0,0.0
9254,46.0,112.0,52.0
9255,29.0,169.0,49.0
9256,20.0,116.0,23.0
9257,6.0,83.0,5.0
9258,27.0,114.0,31.0
9259,0.0,3.0,0.0
9260,22.0,269.0,59.0
9261,13.0,24.0,3.0
9262,16.0,25.0,4.0
9263,64.0,135.0,87.0
9264,20.0,414.0,82.0
9265,0.0,3.0,0.0
9266,54.0,82.0,44.0
9267,44.0,57.0,25.0
9268,21.0,29.0,6.0
9269,23.0,26.0,6.0
9270,19.0,65.0,12.0
9271,17.0,114.0,19.0
9272,33.0,3.0,1.0
9273,0.0,3.0,0.0
9274,58.0,40.0,23.0
9275,33.0,15.0,5.0
9276,56.0,27.0,15.0
9277,26.0,35.0,9.0
9278,50.0,10.0,5.0
9279,67.0,57.0,38.0
9280,47.0,98.0,46.0
9281,14.0,43.0,6.0
9282,5.0,21.0,1.0
9283,54.0,61.0,33.0
9284,30.0,76.0,23.0
9285,19.0,21.0,4.0
9286,10.0,21.0,2.0
9287,0.0,22.0,0.0
9288,22.0,32.0,7.0
9289,92.0,26.0,24.0
9290,35.0,17.0,6.0
9291,35.0,17.0,6.0
9292,23.0,13.0,3.0
9293,57.0,21.0,12.0
9294,6.0,17.0,1.0
9295,21.0,70.0,15.0
9296,0.0,19.0,0.0
9297,56.0,18.0,10.0
9298,56.0,27.0,15.0
9299,10.0,30.0,3.0
9300,71.0,236.0,168.0
9301,57.0,14.0,8.0
9302,9.0,11.0,1.0
9303,53.0,15.0,8.0
9304,67.0,6.0,4.0
9305,61.0,36.0,22.0
9306,72.0,61.0,44.0
9307,28.0,25.0,7.0
9308,40.0,5.0,2.0
9309,67.0,30.0,20.0
9310,65.0,34.0,22.0
9311,65.0,23.0,15.0
9312,0.0,5.0,0.0
9313,22.0,9.0,2.0
9314,50.0,36.0,18.0
9315,92.0,26.0,24.0
9316,83.0,18.0,15.0
9317,54.0,48.0,26.0
9318,63.0,27.0,17.0
9319,17.0,12.0,2.0
9320,62.0,85.0,53.0
9321,96.0,27.0,26.0
9322,23.0,30.0,7.0
9323,71.0,28.0,20.0
9324,0.0,9.0,0.0
9325,50.0,14.0,7.0
9326,87.0,15.0,13.0
9327,50.0,12.0,6.0
9328,7.0,14.0,1.0
9329,30.0,125.0,38.0
9330,82.0,22.0,18.0
9331,56.0,9.0,5.0
9332,23.0,22.0,5.0
9333,43.0,28.0,12.0
9334,68.0,25.0,17.0
9335,56.0,25.0,14.0
9336,0.0,7.0,0.0
9337,79.0,42.0,33.0
9338,54.0,26.0,14.0
9339,39.0,23.0,9.0
9340,90.0,29.0,26.0
9341,83.0,24.0,20.0
9342,0.0,18.0,0.0
9343,25.0,12.0,3.0
9344,59.0,46.0,27.0
9345,50.0,18.0,9.0
9346,67.0,27.0,18.0
9347,86.0,44.0,38.0
9348,24.0,17.0,4.0
9349,67.0,21.0,14.0
9350,83.0,6.0,5.0
9351,62.0,21.0,13.0
9352,67.0,33.0,22.0
9353,50.0,30.0,15.0
9354,47.0,34.0,16.0
9355,0.0,11.0,0.0
9356,75.0,20.0,15.0
9357,94.0,31.0,29.0
9358,28.0,46.0,13.0
9359,24.0,92.0,22.0
9360,65.0,80.0,52.0
9361,50.0,40.0,20.0
9362,85.0,26.0,22.0
9363,5.0,22.0,1.0
9364,59.0,61.0,36.0
9365,54.0,24.0,13.0
9366,50.0,4.0,2.0
9367,60.0,10.0,6.0
9368,43.0,21.0,9.0
9369,78.0,32.0,25.0
9370,28.0,18.0,5.0
9371,100.0,4.0,4.0
9372,57.0,23.0,13.0
9373,64.0,28.0,18.0
9374,59.0,29.0,17.0
9375,38.0,149.0,56.0
9376,48.0,29.0,14.0
9377,4.0,24.0,1.0
9378,0.0,6.0,0.0
9379,53.0,55.0,29.0
9380,27.0,95.0,26.0
9381,53.0,36.0,19.0
9382,76.0,25.0,19.0
9383,48.0,21.0,10.0
9384,8.0,24.0,2.0
9385,61.0,49.0,30.0
9386,74.0,88.0,65.0
9387,100.0,6.0,6.0
9388,59.0,22.0,13.0
9389,77.0,47.0,36.0
9390,4.0,24.0,1.0
9391,100.0,33.0,33.0
9392,9.0,23.0,2.0
9393,41.0,37.0,15.0
9394,64.0,39.0,25.0
9395,77.0,31.0,24.0
9396,45.0,11.0,5.0
9397,27.0,15.0,4.0
9398,30.0,145.0,44.0
9399,0.0,12.0,0.0
9400,0.0,12.0,0.0
9401,50.0,12.0,6.0
9402,9.0,44.0,4.0
9403,100.0,19.0,19.0
9404,64.0,74.0,47.0
9405,50.0,36.0,18.0
9406,3.0,31.0,1.0
9407,36.0,14.0,5.0
9408,59.0,17.0,10.0
9409,9.0,43.0,4.0
9410,0.0,24.0,0.0
9411,61.0,31.0,19.0
9412,72.0,50.0,36.0
9413,25.0,16.0,4.0
9414,30.0,27.0,8.0
9415,64.0,11.0,7.0
9416,35.0,17.0,6.0
9417,48.0,25.0,12.0
9418,0.0,14.0,0.0
9419,54.0,79.0,43.0
9420,5.0,42.0,2.0
9421,0.0,11.0,0.0
9422,100.0,15.0,15.0
9423,36.0,28.0,10.0
9424,64.0,25.0,16.0
9425,0.0,13.0,0.0
9426,0.0,6.0,0.0
9427,78.0,50.0,39.0
9428,72.0,18.0,13.0
9429,75.0,20.0,15.0
9430,13.0,8.0,1.0
9431,23.0,13.0,3.0
9432,65.0,17.0,11.0
9433,83.0,29.0,24.0
9434,32.0,142.0,46.0
9435,50.0,36.0,18.0
9436,82.0,27.0,22.0
9437,46.0,24.0,11.0
9438,69.0,26.0,18.0
9439,0.0,10.0,0.0
9440,53.0,30.0,16.0
9441,54.0,13.0,7.0
9442,44.0,16.0,7.0
9443,0.0,3.0,0.0
9444,64.0,53.0,34.0
9445,98.0,42.0,41.0
9446,61.0,36.0,22.0
9447,52.0,142.0,74.0
9448,63.0,24.0,15.0
9449,69.0,16.0,11.0
9450,20.0,15.0,3.0
9451,60.0,35.0,21.0
9452,65.0,17.0,11.0
9453,58.0,24.0,14.0
9454,8.0,25.0,2.0
9455,0.0,6.0,0.0
9456,92.0,25.0,23.0
9457,50.0,24.0,12.0
9458,83.0,24.0,20.0
9459,22.0,18.0,4.0
9460,0.0,8.0,0.0
9461,58.0,40.0,23.0
9462,47.0,32.0,15.0
9463,0.0,6.0,0.0
9464,100.0,9.0,9.0
9465,56.0,16.0,9.0
9466,26.0,42.0,11.0
9467,0.0,12.0,0.0
9468,41.0,22.0,9.0
9469,0.0,15.0,0.0
9470,88.0,42.0,37.0
9471,55.0,60.0,33.0
9472,77.0,52.0,40.0
9473,,0.0,0.0
9474,47.0,30.0,14.0
9475,61.0,31.0,19.0
9476,78.0,94.0,73.0
9477,65.0,20.0,13.0
9478,56.0,41.0,23.0
9479,0.0,22.0,0.0
9480,24.0,17.0,4.0
9481,57.0,7.0,4.0
9482,57.0,23.0,13.0
9483,59.0,32.0,19.0
9484,0.0,24.0,0.0
9485,75.0,20.0,15.0
9486,3.0,73.0,2.0
9487,65.0,17.0,11.0
9488,63.0,24.0,15.0
9489,50.0,38.0,19.0
9490,95.0,77.0,73.0
9491,35.0,29.0,10.0
9492,47.0,38.0,18.0
9493,0.0,8.0,0.0
9494,67.0,48.0,32.0
9495,78.0,69.0,54.0
9496,65.0,26.0,17.0
9497,13.0,15.0,2.0
9498,79.0,77.0,61.0
9499,9.0,11.0,1.0
9500,29.0,24.0,7.0
9501,25.0,16.0,4.0
9502,48.0,21.0,10.0
9503,38.0,24.0,9.0
9504,35.0,49.0,17.0
9505,71.0,58.0,41.0
9506,59.0,27.0,16.0
9507,6.0,18.0,1.0
9508,61.0,31.0,19.0
9509,71.0,21.0,15.0
9510,70.0,108.0,76.0
9511,25.0,36.0,9.0
9512,53.0,167.0,89.0
9513,0.0,2.0,0.0
9514,0.0,14.0,0.0
9515,69.0,39.0,27.0
9516,50.0,14.0,7.0
9517,54.0,84.0,45.0
9518,50.0,12.0,6.0
9519,62.0,29.0,18.0
9520,29.0,45.0,13.0
9521,67.0,30.0,20.0
9522,16.0,25.0,4.0
9523,68.0,25.0,17.0
9524,5.0,22.0,1.0
9525,0.0,9.0,0.0
9526,55.0,42.0,23.0
9527,54.0,28.0,15.0
9528,59.0,32.0,19.0
9529,67.0,18.0,12.0
9530,81.0,21.0,17.0
9531,9.0,11.0,1.0
9532,77.0,44.0,34.0
9533,20.0,15.0,3.0
9534,33.0,21.0,7.0
9535,24.0,37.0,9.0
9536,4.0,24.0,1.0
9537,3.0,31.0,1.0
9538,72.0,18.0,13.0
9539,68.0,28.0,19.0
9540,100.0,34.0,34.0
9541,64.0,33.0,21.0
9542,59.0,229.0,135.0
9543,48.0,31.0,15.0
9544,20.0,25.0,5.0
9545,78.0,49.0,38.0
9546,67.0,33.0,22.0
9547,15.0,109.0,16.0
9548,47.0,19.0,9.0
9549,30.0,20.0,6.0
9550,71.0,79.0,56.0
9551,46.0,44.0,20.0
9552,36.0,28.0,10.0
9553,0.0,11.0,0.0
9554,35.0,29.0,10.0
9555,86.0,29.0,25.0
9556,48.0,42.0,20.0
9557,40.0,57.0,23.0
9558,88.0,33.0,29.0
9559,42.0,36.0,15.0
9560,48.0,23.0,11.0
9561,69.0,26.0,18.0
9562,43.0,51.0,22.0
9563,33.0,27.0,9.0
9564,4.0,25.0,1.0
9565,19.0,36.0,7.0
9566,78.0,36.0,28.0
9567,7.0,44.0,3.0
9568,31.0,13.0,4.0
9569,68.0,19.0,13.0
9570,44.0,63.0,28.0
9571,0.0,20.0,0.0
9572,28.0,25.0,7.0
9573,43.0,37.0,16.0
9574,96.0,28.0,27.0
9575,46.0,33.0,15.0
9576,89.0,26.0,23.0
9577,43.0,21.0,9.0
9578,25.0,20.0,5.0
9579,8.0,39.0,3.0
9580,59.0,32.0,19.0
9581,54.0,35.0,19.0
9582,52.0,25.0,13.0
9583,18.0,34.0,6.0
9584,47.0,38.0,18.0
9585,5.0,22.0,1.0
9586,29.0,14.0,4.0
9587,43.0,346.0,150.0
9588,43.0,30.0,13.0
9589,14.0,22.0,3.0
9590,64.0,28.0,18.0
9591,31.0,49.0,15.0
9592,100.0,3.0,3.0
9593,27.0,22.0,6.0
9594,10.0,30.0,3.0
9595,0.0,14.0,0.0
9596,45.0,20.0,9.0
9597,81.0,36.0,29.0
9598,0.0,31.0,0.0
9599,67.0,18.0,12.0
