candidats_boursier,candidats_non_boursiers,acceptes_non_boursiers,acceptes_boursiers,pourcentage_admission,nom_etablissement,nom_formation
16.65034280117532,83.34965719882469,66.66666666666667,33.333333333333336,0.2938295788442703,3162.0,19.0
17.905405405405407,82.0945945945946,0.0,100.0,0.33783783783783783,2422.0,4.0
27.5,72.5,100.0,0.0,0.5,1788.0,4.0
33.95061728395062,66.04938271604938,0.0,100.0,0.6172839506172839,1947.0,4.0
32.23684210526316,67.76315789473684,100.0,0.0,0.6578947368421053,994.0,26.0
19.014084507042252,80.98591549295774,0.0,100.0,0.704225352112676,519.0,3.0
29.45736434108527,70.54263565891473,0.0,100.0,0.7751937984496124,103.0,3.0
14.47721179624665,85.52278820375335,83.33333333333333,16.666666666666668,0.8042895442359249,2751.0,38.0
33.65384615384615,66.34615384615384,0.0,100.0,0.9615384615384616,258.0,4.0
22.33009708737864,77.66990291262135,0.0,100.0,0.970873786407767,2196.0,32.0
17.3419773095624,82.6580226904376,83.33333333333333,16.666666666666668,0.9724473257698542,1086.0,33.0
15.85160202360877,84.14839797639124,100.0,0.0,1.0118043844856661,1086.0,33.0
48.421052631578945,51.578947368421055,0.0,100.0,1.0526315789473684,821.0,4.0
26.595744680851062,73.40425531914893,0.0,100.0,1.0638297872340425,2007.0,4.0
16.8141592920354,83.1858407079646,80.0,20.0,1.1061946902654867,768.0,4.0
13.166855845629966,86.83314415437003,80.0,20.0,1.1350737797956867,2751.0,38.0
18.076923076923077,81.92307692307692,66.66666666666667,33.333333333333336,1.1538461538461537,1935.0,3.0
14.285714285714286,85.71428571428571,100.0,0.0,1.1904761904761905,595.0,3.0
24.550898203592816,75.44910179640719,100.0,0.0,1.1976047904191616,1081.0,33.0
27.160493827160494,72.8395061728395,0.0,100.0,1.2345679012345678,319.0,4.0
28.925619834710744,71.07438016528926,66.66666666666667,33.333333333333336,1.2396694214876034,856.0,4.0
12.393162393162394,87.6068376068376,100.0,0.0,1.2820512820512822,120.0,33.0
33.333333333333336,66.66666666666667,100.0,0.0,1.2820512820512822,994.0,26.0
13.274336283185841,86.72566371681415,66.66666666666667,33.333333333333336,1.3274336283185841,1193.0,33.0
26.666666666666668,73.33333333333333,100.0,0.0,1.3333333333333333,1304.0,32.0
19.022687609075042,80.97731239092495,47.82608695652174,52.17391304347826,1.3379872018615475,902.0,15.0
14.090909090909092,85.9090909090909,66.66666666666667,33.333333333333336,1.3636363636363635,922.0,3.0
17.07035755478662,82.92964244521337,83.33333333333333,16.666666666666668,1.3840830449826989,645.0,33.0
19.718309859154928,80.28169014084507,0.0,100.0,1.408450704225352,219.0,3.0
9.971509971509972,90.02849002849003,100.0,0.0,1.4245014245014245,1193.0,33.0
25.714285714285715,74.28571428571429,0.0,100.0,1.4285714285714286,3210.0,4.0
20.26431718061674,79.73568281938326,85.71428571428571,14.285714285714286,1.5418502202643172,2751.0,38.0
20.3125,79.6875,0.0,100.0,1.5625,929.0,4.0
12.522361359570661,87.47763864042933,88.88888888888889,11.11111111111111,1.6100178890876566,1974.0,3.0
23.577235772357724,76.42276422764228,50.0,50.0,1.6260162601626016,983.0,4.0
14.754098360655737,85.24590163934427,0.0,100.0,1.639344262295082,1925.0,26.0
24.59016393442623,75.40983606557377,100.0,0.0,1.639344262295082,2957.0,4.0
21.016949152542374,78.98305084745763,100.0,0.0,1.694915254237288,82.0,33.0
23.728813559322035,76.27118644067797,0.0,100.0,1.694915254237288,259.0,4.0
20.0,80.0,25.0,75.0,1.7391304347826086,238.0,4.0
18.69158878504673,81.30841121495327,100.0,0.0,1.8691588785046729,2097.0,32.0
9.659631108575775,90.34036889142422,90.19607843137256,9.803921568627452,1.939532230462065,3214.0,55.0
29.41176470588235,70.58823529411765,100.0,0.0,1.9607843137254901,3631.0,32.0
21.568627450980394,78.43137254901961,0.0,100.0,1.9607843137254901,693.0,3.0
28.431372549019606,71.56862745098039,0.0,100.0,1.9607843137254901,3210.0,4.0
21.782178217821784,78.21782178217822,100.0,0.0,1.9801980198019802,1068.0,32.0
31.0,69.0,100.0,0.0,2.0,2007.0,4.0
17.5,82.5,75.0,25.0,2.0,983.0,4.0
8.16326530612245,91.83673469387755,100.0,0.0,2.0408163265306123,2157.0,3.0
62.76150627615063,37.23849372384937,40.0,60.0,2.092050209205021,2727.0,4.0
23.157894736842106,76.84210526315789,0.0,100.0,2.1052631578947367,1183.0,34.0
27.345844504021446,72.65415549597856,75.0,25.0,2.1447721179624666,575.0,4.0
36.41304347826087,63.58695652173913,25.0,75.0,2.1739130434782608,99.0,4.0
8.695652173913043,91.30434782608695,100.0,0.0,2.1739130434782608,1235.0,34.0
17.934782608695652,82.06521739130434,0.0,100.0,2.1739130434782608,901.0,9.0
6.521739130434782,93.47826086956522,0.0,100.0,2.1739130434782608,2445.0,4.0
65.21739130434783,34.78260869565217,0.0,100.0,2.1739130434782608,82.0,4.0
17.647058823529413,82.3529411764706,76.92307692307692,23.076923076923077,2.1848739495798317,228.0,4.0
16.875,83.125,85.71428571428571,14.285714285714286,2.1875,606.0,33.0
31.11111111111111,68.88888888888889,0.0,100.0,2.2222222222222223,578.0,4.0
20.0,80.0,100.0,0.0,2.2222222222222223,1287.0,26.0
22.030981067125644,77.96901893287435,69.23076923076923,30.76923076923077,2.2375215146299485,2945.0,4.0
14.606741573033707,85.3932584269663,100.0,0.0,2.247191011235955,2299.0,32.0
31.818181818181817,68.18181818181819,0.0,100.0,2.272727272727273,3231.0,3.0
15.267175572519085,84.73282442748092,77.77777777777777,22.22222222222222,2.2900763358778624,1193.0,33.0
27.131782945736433,72.86821705426357,66.66666666666667,33.333333333333336,2.3255813953488373,578.0,4.0
11.184939091915837,88.81506090808416,90.47619047619048,9.523809523809524,2.3255813953488373,282.0,6.0
14.67065868263473,85.32934131736526,87.5,12.5,2.395209580838323,768.0,4.0
11.980830670926517,88.01916932907348,86.66666666666667,13.333333333333334,2.3961661341853033,178.0,4.0
9.887728973803426,90.11227102619657,87.8048780487805,12.195121951219512,2.4226905652944652,3533.0,55.0
12.652068126520682,87.34793187347933,70.0,30.0,2.4330900243309004,2787.0,37.0
21.951219512195124,78.04878048780488,100.0,0.0,2.4390243902439024,1225.0,34.0
13.524590163934427,86.47540983606558,75.0,25.0,2.459016393442623,1081.0,33.0
19.00826446280992,80.99173553719008,83.33333333333333,16.666666666666668,2.479338842975207,1182.0,33.0
13.287612516073725,86.71238748392628,87.93103448275862,12.068965517241379,2.486069438491213,242.0,20.0
15.422885572139304,84.57711442786069,60.0,40.0,2.487562189054726,1935.0,3.0
27.5,72.5,0.0,100.0,2.5,1064.0,32.0
20.0,80.0,100.0,0.0,2.5,1289.0,38.0
16.263736263736263,83.73626373626374,86.95652173913044,13.043478260869565,2.5274725274725274,1082.0,33.0
29.11392405063291,70.88607594936708,0.0,100.0,2.5316455696202533,1638.0,4.0
20.408163265306122,79.59183673469387,60.0,40.0,2.5510204081632653,2028.0,33.0
9.854014598540147,90.14598540145985,71.42857142857143,28.571428571428573,2.5547445255474455,922.0,3.0
15.384615384615385,84.61538461538461,0.0,100.0,2.5641025641025643,1807.0,4.0
23.68421052631579,76.3157894736842,100.0,0.0,2.6315789473684212,2097.0,32.0
59.62264150943396,40.37735849056604,42.857142857142854,57.142857142857146,2.641509433962264,2727.0,4.0
20.0,80.0,100.0,0.0,2.6666666666666665,2299.0,32.0
28.859060402684563,71.14093959731544,50.0,50.0,2.684563758389262,578.0,4.0
14.864864864864865,85.13513513513513,75.0,25.0,2.7027027027027026,2422.0,4.0
24.324324324324323,75.67567567567568,66.66666666666667,33.333333333333336,2.7027027027027026,1447.0,4.0
24.324324324324323,75.67567567567568,100.0,0.0,2.7027027027027026,1304.0,32.0
10.95890410958904,89.04109589041096,50.0,50.0,2.73972602739726,3623.0,32.0
18.34862385321101,81.65137614678899,100.0,0.0,2.7522935779816513,3512.0,26.0
37.61467889908257,62.38532110091743,33.333333333333336,66.66666666666667,2.7522935779816513,912.0,4.0
17.40740740740741,82.5925925925926,80.0,20.0,2.7777777777777777,1182.0,4.0
19.444444444444443,80.55555555555556,100.0,0.0,2.7777777777777777,134.0,3.0
10.648148148148149,89.35185185185185,83.33333333333333,16.666666666666668,2.7777777777777777,768.0,4.0
27.77777777777778,72.22222222222223,66.66666666666667,33.333333333333336,2.7777777777777777,2029.0,3.0
30.91247672253259,69.08752327746741,53.333333333333336,46.666666666666664,2.793296089385475,249.0,4.0
